METRIC_L1,METRIC_L2,METRIC_L3,METRIC_L4,METRIC_L5,METRIC_L6,ACCOUNT_ID,DEPARTMENT_ID,CLASS_ID,LOCATION_ID,SUBSIDIARY_ID,ACCOUNT_NAME,DEPARTMENT_NAME
Liabilities,Other Current Liabilities,Accrued Expenses,,,,440,,,,35,250000 Accrued Expenses,
Liabilities,Other Current Liabilities,Accrued Expenses,,,,440,,,,36,250000 Accrued Expenses,
Liabilities,Other Current Liabilities,Accrued Expenses,,,,440,,,,37,250000 Accrued Expenses,
Liabilities,Other Current Liabilities,Accrued Expenses,,,,440,,,,39,250000 Accrued Expenses,
Liabilities,Other Current Liabilities,Accrued Expenses,,,,440,,,,41,250000 Accrued Expenses,
Liabilities,Other Current Liabilities,Accrued Expenses,,,,440,,,,42,250000 Accrued Expenses,
Liabilities,Other Current Liabilities,Accrued Expenses,,,,440,,,,43,250000 Accrued Expenses,
Liabilities,Other Current Liabilities,Accrued Expenses,,,,440,,,,44,250000 Accrued Expenses,
Liabilities,Other Current Liabilities,Accrued Expenses,,,,440,,,,45,250000 Accrued Expenses,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,1,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,2,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,3,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,4,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,5,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,6,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,11,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,16,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,19,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,20,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,21,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,22,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,23,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,24,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,25,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,26,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,28,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,29,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,31,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,32,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,33,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,35,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,36,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,37,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,39,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,41,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,42,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,43,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,44,260000 Payroll Liabilities,
Liabilities,Other Current Liabilities,Payroll Liabilities,,,,441,,,,45,260000 Payroll Liabilities,
,,,,,,442,,,,1,270000 Accrued Taxes,
,,,,,,442,,,,2,270000 Accrued Taxes,
,,,,,,442,,,,3,270000 Accrued Taxes,
,,,,,,442,,,,4,270000 Accrued Taxes,
,,,,,,442,,,,5,270000 Accrued Taxes,
,,,,,,442,,,,6,270000 Accrued Taxes,
,,,,,,442,,,,11,270000 Accrued Taxes,
,,,,,,442,,,,16,270000 Accrued Taxes,
,,,,,,442,,,,19,270000 Accrued Taxes,
,,,,,,442,,,,20,270000 Accrued Taxes,
,,,,,,442,,,,21,270000 Accrued Taxes,
,,,,,,442,,,,22,270000 Accrued Taxes,
,,,,,,442,,,,23,270000 Accrued Taxes,
,,,,,,442,,,,24,270000 Accrued Taxes,
,,,,,,442,,,,25,270000 Accrued Taxes,
,,,,,,442,,,,26,270000 Accrued Taxes,
,,,,,,442,,,,28,270000 Accrued Taxes,
,,,,,,442,,,,29,270000 Accrued Taxes,
,,,,,,442,,,,31,270000 Accrued Taxes,
,,,,,,442,,,,32,270000 Accrued Taxes,
,,,,,,442,,,,33,270000 Accrued Taxes,
,,,,,,442,,,,35,270000 Accrued Taxes,
,,,,,,442,,,,36,270000 Accrued Taxes,
,,,,,,442,,,,37,270000 Accrued Taxes,
,,,,,,442,,,,39,270000 Accrued Taxes,
,,,,,,442,,,,41,270000 Accrued Taxes,
,,,,,,442,,,,42,270000 Accrued Taxes,
,,,,,,442,,,,43,270000 Accrued Taxes,
,,,,,,442,,,,44,270000 Accrued Taxes,
,,,,,,442,,,,45,270000 Accrued Taxes,
,,,,,,443,,,,1,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,2,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,3,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,4,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,5,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,6,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,11,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,16,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,19,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,20,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,21,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,22,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,23,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,24,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,25,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,26,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,28,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,29,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,31,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,32,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,33,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,35,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,36,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,37,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,39,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,41,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,42,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,43,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,44,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,443,,,,45,270500 Accrued Taxes : Accrued Sales Tax,
,,,,,,444,,,,1,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,2,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,3,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,4,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,5,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,6,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,11,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,16,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,19,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,20,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,21,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,22,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,23,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,24,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,25,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,26,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,28,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,29,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,31,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,32,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,33,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,35,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,36,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,37,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,39,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,41,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,42,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,43,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,44,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,444,,,,45,271015 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State IL,
,,,,,,445,,,,1,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,2,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,3,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,4,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,5,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,6,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,11,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,16,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,19,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,20,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,21,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,22,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,23,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,24,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,25,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,26,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,28,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,29,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,31,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,32,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,33,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,35,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,36,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,37,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,39,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,41,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,42,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,43,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,44,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,445,,,,45,271020 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NY,
,,,,,,446,,,,1,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,2,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,3,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,4,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,5,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,6,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,11,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,16,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,19,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,20,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,21,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,22,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,23,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,24,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,25,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,26,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,28,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,29,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,31,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,32,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,33,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,35,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,36,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,37,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,39,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,41,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,42,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,43,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,44,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,446,,,,45,271025 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State NC,
,,,,,,447,,,,1,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,2,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,3,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,4,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,5,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,6,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,11,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,16,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,19,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,20,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,21,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,22,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,23,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,24,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,25,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,26,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,28,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,29,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,31,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,32,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,33,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,35,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,36,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,37,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,39,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,41,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,42,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,43,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,44,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,447,,,,45,271030 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State SC,
,,,,,,448,,,,1,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,2,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,3,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,4,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,5,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,6,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,11,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,16,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,19,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,20,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,21,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,22,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,23,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,24,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,25,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,26,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,28,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,29,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,31,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,32,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,33,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,35,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,36,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,37,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,39,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,41,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,42,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,43,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,44,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,448,,,,45,271035 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State GA,
,,,,,,449,,,,1,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,2,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,3,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,4,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,5,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,6,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,11,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,16,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,19,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,20,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,21,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,22,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,23,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,24,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,25,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,26,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,28,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,29,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,31,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,32,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,33,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,35,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,36,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,37,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,39,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,41,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,42,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,43,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,44,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,449,,,,45,271040 Accrued Taxes : Accrued Sales Tax : Accrued Income Taxes - State FL,
,,,,,,450,,,,1,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,2,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,3,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,4,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,5,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,6,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,11,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,16,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,19,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,20,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,21,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,22,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,23,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,24,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,25,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,26,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,28,271000 Accrued Taxes : Accrued Income Taxes,
,,,,,,450,,,,29,271000 Accrued Taxes : Accrued Income Taxes,
