ACCOUNT_ID,ACCOUNT_NUMBER,SUBSIDIARY_ID,CLASS_ID,DEPARTMENT_ID,LOCATION_ID,Metric_Mapping
1654,700120,,,,551,Field G&A
1685,690066,,,,511,Marketing & Advertising
1708,690073,,,,636,Marketing & Advertising
732,S60005,,,,564,
732,S60005,,,,538,
967,660024,,,,359,Direct Operating Expense
68,150400,,,,548,Assets
250,680060,,,,544,Repairs & Maintenance
1675,600123,,,,597,Direct Operating Expense
399,S40013,,,,524,
1687,690068,,,,634,Marketing & Advertising
1717,230021,,,,511,Liability
399,S40013,,,,1298,
550,700906,,,,506,Field G&A
292,700405,,,,589,Field G&A
292,700405,,,,518,Field G&A
1368,800301,,,,527,Deal Expenses
284,700340,,,,171,Field G&A
257,690010,,,,601,Marketing & Advertising
261,690050,,,,440,Marketing & Advertising
1685,690066,,,,1301,Marketing & Advertising
261,690050,,,,487,Marketing & Advertising
224,660035,,,,616,Direct Operating Expense
257,690010,,,,541,Marketing & Advertising
1680,690061,,,,596,Marketing & Advertising
277,700280,,,,62,Field G&A
1687,690068,,,,591,Marketing & Advertising
1654,700120,,,,436,Field G&A
54,130005,,,,589,Assets
388,S40008,,,,524,
732,S60005,,,,529,
995,700180,,,,61,Field G&A
274,700235,,,,136,Field G&A
289,700385,,,,1281,Field G&A
229,660080,,,,568,Direct Operating Expense
49,120000,,,,549,Assets
557,700116,,,,343,Field G&A
289,700385,,,,510,Field G&A
228,660070,,,,562,Direct Operating Expense
325,S40003,,,,107,
239,670120,,,,508,Field G&A
1172,230612,,,,483,Liability
1581,S40024,,,,477,
223,660030,,,,543,Repairs & Maintenance
388,S40008,,,,477,
392,S40011,,,,108,
210,630130,,,,120,Direct Operating Expense
265,700110,,,,596,Field G&A
393,S40012,,,,2,
392,S40011,,,,2,
265,700110,,,,367,Field G&A
1708,690073,,,,57,Marketing & Advertising
229,660080,,,,56,Direct Operating Expense
311,800280,,,,503,Other Income & (Expense) Accts
1685,690066,,,,501,Marketing & Advertising
55,130020,,,,130,Assets
235,660150,,,,346,Direct Operating Expense
222,660025,,,,475,Direct Operating Expense
1681,690062,,,,473,Marketing & Advertising
228,660070,,,,358,Direct Operating Expense
239,670120,,,,349,Field G&A
56,130050,,,,478,Assets
289,700385,,,,344,Field G&A
304,800150,,,,347,Other Income & (Expense) Accts
111,220100,,,,530,Liability
164,460200,,,,114,Sales
1685,690066,,,,634,Marketing & Advertising
1686,690067,,,,597,Marketing & Advertising
222,660025,,,,450,Direct Operating Expense
107,210500,,,,356,Liability
1714,210430,,,,360,Liability
286,700350,,,,170,Field G&A
1717,230021,,,,439,Liability
267,700130,,,,60,Field G&A
224,660035,,,,61,Direct Operating Expense
224,660035,,,,62,Direct Operating Expense
224,660035,,,,493,Direct Operating Expense
738,130075,,,,64,Assets
50,120100,,,,1293,Assets
298,800005,,,,436,Depreciation
298,800005,,,,538,Depreciation
229,660080,,,,525,Direct Operating Expense
258,690020,,,,571,Marketing & Advertising
386,S60003,,,,625,
274,700235,,,,527,Field G&A
239,670120,,,,591,Field G&A
270,700184,,,,1300,Field G&A
222,660025,,,,540,Direct Operating Expense
1717,230021,,,,534,Liability
257,690010,,,,520,Marketing & Advertising
224,660035,,,,516,Direct Operating Expense
250,680060,,,,552,Repairs & Maintenance
77,158000,,,,1300,Assets
280,700310,,,,478,Field G&A
1687,690068,,,,1285,Marketing & Advertising
75,151100,,,,448,Assets
1681,690062,,,,436,Marketing & Advertising
1680,690061,,,,543,Marketing & Advertising
78,159000,,,,496,Assets
389,S40009,,,,508,
390,S40010,,,,564,
392,S40011,,,,343,
360,S40006,,,,536,
1708,690073,,,,517,Marketing & Advertising
78,159000,,,,1292,Assets
393,S40012,,,,475,
153,420200,,,,636,Sales
1687,690068,,,,561,Marketing & Advertising
386,S60003,,,,517,
229,660080,,,,523,Direct Operating Expense
49,120000,,,,513,Assets
211,630200,,,,66,Direct Operating Expense
210,630130,,,,514,Direct Operating Expense
239,670120,,,,1299,Field G&A
1620,140411,,,,515,Assets
239,670120,,,,590,Field G&A
56,130050,,,,1280,Assets
211,630200,,,,1285,Direct Operating Expense
79,160000,,,,562,Assets
57,130100,,,,115,Assets
457,S40016,,,,363,
289,700385,,,,476,Field G&A
996,680560,,,,511,Corporate G&A
323,S40001,,,,626,
387,S60004,,,,544,
77,158000,,,,532,Assets
277,700280,,,,121,Field G&A
1680,690061,,,,133,Marketing & Advertising
313,800310,,,,572,Deal Expenses
386,S60003,,,,546,
223,660030,,,,613,Repairs & Maintenance
557,700116,,,,596,Field G&A
1366,800200,,,,502,Interest Expesne
1594,230086,,,,1282,Liability
1366,800200,,,,115,Interest Expesne
280,700310,,,,507,Field G&A
1608,800155,,,,1279,Deal Expenses
388,S40008,,,,592,
257,690010,,,,169,Marketing & Advertising
392,S40011,,,,592,
119,230100,,,,559,Liability
1708,690073,,,,532,Marketing & Advertising
1685,690066,,,,590,Marketing & Advertising
224,660035,,,,501,Direct Operating Expense
386,S60003,,,,508,
280,700310,,,,557,Field G&A
400,101999,,,,539,Assets
286,700350,,,,540,Field G&A
285,700345,,,,555,Field G&A
298,800005,,,,499,Depreciation
967,660024,,,,535,Direct Operating Expense
119,230100,,,,560,Liability
393,S40012,,,,343,
388,S40008,,,,596,
360,S40006,,,,564,
1565,800020,,,,553,Interest Expesne
390,S40010,,,,592,
224,660035,,,,368,Direct Operating Expense
279,700305,,,,478,Corporate G&A
249,680040,,,,544,Repairs & Maintenance
238,670110,,,,483,Field G&A
1680,690061,,,,559,Marketing & Advertising
238,670110,,,,591,Field G&A
224,660035,,,,527,Direct Operating Expense
298,800005,,,,1280,Depreciation
389,S40009,,,,601,
116,230010,,,,62,
117,230020,,,,608,Liability
257,690010,,,,561,Marketing & Advertising
999,101201,,,,487,Assets
182,600125,,,,535,Direct Operating Expense
1862,101996,,,,550,Assets
284,700340,,,,545,Field G&A
232,660100,,,,555,Direct Operating Expense
1681,690062,,,,525,Marketing & Advertising
289,700385,,,,109,Field G&A
68,150400,,,,522,Assets
386,S60003,,,,529,
1225,120124,,,,349,Assets
283,700325,,,,1280,Field G&A
1594,230086,,,,541,Liability
172,500200,,,,562,COGS
223,660030,,,,574,Repairs & Maintenance
205,630105,,,,557,Direct Operating Expense
228,660070,,,,108,Direct Operating Expense
1594,230086,,,,602,Liability
219,660010,,,,612,Direct Operating Expense
1664,100021,,,,636,Assets
292,700405,,,,537,Field G&A
229,660080,,,,535,Direct Operating Expense
222,660025,,,,635,Direct Operating Expense
118,230030,,,,169,Liability
387,S60004,,,,591,
118,230030,,,,602,Liability
363,S60002,,,,108,
387,S60004,,,,481,
311,800280,,,,566,Other Income & (Expense) Accts
403,220103,,,,117,Liability
304,800150,,,,531,Other Income & (Expense) Accts
77,158000,,,,594,Assets
363,S60002,,,,1298,
265,700110,,,,438,Field G&A
179,600110,,,,118,Direct Operating Expense
77,158000,,,,635,Assets
732,S60005,,,,363,
179,600110,,,,134,Direct Operating Expense
286,700350,,,,1283,Field G&A
118,230030,,,,127,Liability
289,700385,,,,580,Corporate G&A
171,500100,,,,596,COGS
280,700310,,,,549,Field G&A
73,150900,,,,481,Assets
259,690030,,,,500,Marketing & Advertising
229,660080,,,,523,Direct Operating Expense
66,150200,,,,487,Assets
388,S40008,,,,505,
386,S60003,,,,540,
399,S40013,,,,115,
59,140100,,,,608,Assets
1619,140410,,,,572,Assets
386,S60003,,,,537,
211,630200,,,,475,Direct Operating Expense
1619,140410,,,,551,Assets
390,S40010,,,,553,
224,660035,,,,517,Direct Operating Expense
239,670120,,,,558,Field G&A
55,130020,,,,1280,Assets
1654,700120,,,,538,Field G&A
401,660015,,,,481,Direct Operating Expense
248,680020,,,,567,Repairs & Maintenance
550,700906,,,,613,Field G&A
1663,100020,,,,346,Assets
258,690020,,,,592,Marketing & Advertising
298,800005,,,,360,Depreciation
1681,690062,,,,502,Marketing & Advertising
68,150400,,,,588,Assets
403,220103,,,,601,Liability
249,680040,,,,496,Repairs & Maintenance
286,700350,,,,581,Field G&A
393,S40012,,,,609,
360,S40006,,,,543,
327,S40005,,,,124,
323,S40001,,,,122,
1594,230086,,,,366,Liability
1594,230086,,,,566,Liability
1625,140416,,,,591,Assets
1625,140416,,,,545,Assets
257,690010,,,,550,Marketing & Advertising
165,460300,,,,518,Sales
387,S60004,,,,532,
78,159000,,,,571,Assets
393,S40012,,,,542,
267,700130,,,,347,Field G&A
153,420200,,,,57,Sales
196,600500,,,,635,Direct Operating Expense
68,150400,,,,363,Assets
102,200000,,,,566,Liability
232,660100,,,,107,Direct Operating Expense
738,130075,,,,357,Assets
1685,690066,,,,115,Marketing & Advertising
182,600125,,,,501,Direct Operating Expense
358,630250,,,,568,Direct Operating Expense
288,700380,,,,1278,Field G&A
787,201002,,,,56,Liability
226,660050,,,,367,Direct Operating Expense
298,800005,,,,537,Depreciation
390,S40010,,,,57,
289,700385,,,,112,Field G&A
999,101201,,,,140,Assets
557,700116,,,,60,Field G&A
286,700350,,,,132,Field G&A
78,159000,,,,472,Assets
1685,690066,,,,138,Marketing & Advertising
457,S40016,,,,57,
286,700350,,,,348,Field G&A
388,S40008,,,,108,
275,700240,,,,343,Field G&A
1685,690066,,,,63,Marketing & Advertising
224,660035,,,,1,Direct Operating Expense
117,230020,,,,349,Liability
284,700340,,,,1,Field G&A
284,700340,,,,56,Field G&A
327,S40005,,,,114,
233,660105,,,,68,Direct Operating Expense
311,800280,,,,68,Other Income & (Expense) Accts
235,660150,,,,68,Direct Operating Expense
224,660035,,,,68,Direct Operating Expense
1625,140416,,,,122,Assets
184,600145,,,,108,Direct Operating Expense
292,700405,,,,120,Field G&A
277,700280,,,,67,Field G&A
274,700235,,,,56,Field G&A
1710,480030,,,,501,Sales
1691,690072,,,,1299,Marketing & Advertising
323,S40001,,,,1287,
171,500100,,,,1282,COGS
111,220100,,,,4,Liability
68,150400,,,,1295,Assets
732,S60005,,,,1291,
74,151000,,,,4,Assets
225,660040,,,,1287,Direct Operating Expense
111,220100,,,,594,Liability
75,151100,,,,1298,Assets
1608,800155,,,,479,Deal Expenses
988,500829,,,,1287,COGS
210,630130,,,,602,Direct Operating Expense
223,660030,,,,487,Repairs & Maintenance
1594,230086,,,,1289,Liability
57,130100,,,,590,Assets
1688,690069,,,,509,Marketing & Advertising
78,159000,,,,597,Assets
1676,600124,,,,1289,Direct Operating Expense
54,130005,,,,1287,Assets
75,151100,,,,1293,Assets
738,130075,,,,1294,Assets
283,700325,,,,601,Field G&A
1687,690068,,,,539,Marketing & Advertising
286,700350,,,,483,Field G&A
71,150700,,,,127,Assets
1688,690069,,,,569,Marketing & Advertising
358,630250,,,,167,Direct Operating Expense
738,130075,,,,446,Assets
1644,330100,,,,542,
328,100801,,,,535,
1708,690073,,,,605,Marketing & Advertising
259,690030,,,,483,Marketing & Advertising
259,690030,,,,536,Marketing & Advertising
259,690030,,,,518,Marketing & Advertising
1654,700120,,,,515,Field G&A
78,159000,,,,554,Assets
359,800300,,,,635,Deal Expenses
1620,140411,,,,540,Assets
232,660100,,,,368,Direct Operating Expense
1708,690073,,,,487,Marketing & Advertising
252,680200,,,,453,Repairs & Maintenance
68,150400,,,,127,Assets
1691,690072,,,,126,Marketing & Advertising
118,230030,,,,452,Liability
292,700405,,,,526,Field G&A
229,660080,,,,133,Direct Operating Expense
259,690030,,,,504,Marketing & Advertising
259,690030,,,,487,Marketing & Advertising
78,159000,,,,550,Assets
1366,800200,,,,112,Interest Expesne
1366,800200,,,,483,Interest Expesne
1366,800200,,,,557,Interest Expesne
1620,140411,,,,60,Assets
399,S40013,,,,596,
224,660035,,,,534,Direct Operating Expense
232,660100,,,,170,Direct Operating Expense
171,500100,,,,475,COGS
71,150700,,,,545,Assets
284,700340,,,,483,Field G&A
284,700340,,,,438,Field G&A
284,700340,,,,554,Field G&A
284,700340,,,,634,Field G&A
738,130075,,,,514,Assets
226,660050,,,,602,Direct Operating Expense
1708,690073,,,,630,Marketing & Advertising
1654,700120,,,,511,Field G&A
73,150900,,,,561,Assets
232,660100,,,,440,Direct Operating Expense
226,660050,,,,436,Direct Operating Expense
550,700906,,,,1284,Field G&A
265,700110,,,,61,Field G&A
363,S60002,,,,58,
226,660050,,,,120,Direct Operating Expense
284,700340,,,,537,Field G&A
1557,100837,,,,520,
205,630105,,,,507,Direct Operating Expense
56,130050,,,,518,Assets
585,140151,,,,559,Assets
298,800005,,,,620,Depreciation
1596,230088,,,,564,Liability
1690,690071,,,,345,Marketing & Advertising
1672,140600,,,,124,Assets
967,660024,,,,566,Direct Operating Expense
967,660024,,,,530,Direct Operating Expense
62,140400,,,,536,Assets
108,210600,,,,562,Liability
1620,140411,,,,524,Assets
284,700340,,,,359,Field G&A
284,700340,,,,592,Field G&A
1654,700120,,,,534,Field G&A
77,158000,,,,608,Assets
1688,690069,,,,2,Marketing & Advertising
311,800280,,,,2,Other Income & (Expense) Accts
235,660150,,,,132,Direct Operating Expense
148,410100,,,,114,Sales
108,210600,,,,119,Liability
267,700130,,,,127,Field G&A
232,660100,,,,125,Direct Operating Expense
1708,690073,,,,363,Marketing & Advertising
283,700325,,,,560,Field G&A
257,690010,,,,544,Marketing & Advertising
274,700235,,,,557,Field G&A
240,670130,,,,590,Field G&A
1717,230021,,,,439,Liability
1681,690062,,,,57,Marketing & Advertising
1687,690068,,,,68,Marketing & Advertising
387,S60004,,,,529,
363,S60002,,,,514,
1687,690068,,,,560,Marketing & Advertising
182,600125,,,,435,Direct Operating Expense
390,S40010,,,,619,
392,S40011,,,,60,
457,S40016,,,,66,
265,700110,,,,143,Field G&A
229,660080,,,,66,Direct Operating Expense
1681,690062,,,,57,Marketing & Advertising
235,660150,,,,64,Direct Operating Expense
274,700235,,,,63,Field G&A
1688,690069,,,,58,Marketing & Advertising
55,130020,,,,63,Assets
182,600125,,,,58,Direct Operating Expense
211,630200,,,,438,Direct Operating Expense
66,150200,,,,122,Assets
738,130075,,,,364,Assets
738,130075,,,,62,Assets
1366,800200,,,,117,Interest Expesne
1366,800200,,,,63,Interest Expesne
1691,690072,,,,139,Marketing & Advertising
251,680100,,,,137,Repairs & Maintenance
72,150800,,,,140,Assets
269,700182,,,,68,Field G&A
211,630200,,,,360,Direct Operating Expense
1688,690069,,,,128,Marketing & Advertising
222,660025,,,,68,Direct Operating Expense
1080,150110,,,,68,Assets
72,150800,,,,68,Assets
296,700905,,,,68,Field G&A
279,700305,,,,68,Field G&A
1684,690065,,,,58,Marketing & Advertising
459,S40018,,,,1,
436,S40015,,,,112,
387,S60004,,,,360,
436,S40015,,,,345,
326,S40004,,,,352,
458,S40017,,,,65,
363,S60002,,,,111,
459,S40018,,,,122,
152,420100,,,,65,Sales
436,S40015,,,,67,
458,S40017,,,,118,
458,S40017,,,,132,
326,S40004,,,,112,
996,680560,,,,127,Corporate G&A
387,S60004,,,,65,
389,S40009,,,,112,
390,S40010,,,,65,
56,130050,,,,68,Assets
387,S60004,,,,68,
390,S40010,,,,131,
326,S40004,,,,210,
196,600500,,,,134,Direct Operating Expense
389,S40009,,,,58,
182,600125,,,,61,Direct Operating Expense
286,700350,,,,108,Field G&A
393,S40012,,,,60,
1708,690073,,,,66,Marketing & Advertising
229,660080,,,,119,Direct Operating Expense
311,800280,,,,120,Other Income & (Expense) Accts
73,150900,,,,56,Assets
436,S40015,,,,1,
390,S40010,,,,67,
257,690010,,,,479,Marketing & Advertising
326,S40004,,,,138,
326,S40004,,,,4,
363,S60002,,,,452,
389,S40009,,,,548,
388,S40008,,,,4,
260,690040,,,,19,Marketing & Advertising
389,S40009,,,,1289,
388,S40008,,,,4,
652,S40019,,,,1289,
389,S40009,,,,1292,
388,S40008,,,,4,
212,630205,,,,1297,
66,150200,,,,1290,Assets
1148,100723,,,,487,
249,680040,,,,547,Repairs & Maintenance
66,150200,,,,483,Assets
967,660024,,,,61,Direct Operating Expense
1366,800200,,,,122,Interest Expesne
249,680040,,,,357,Repairs & Maintenance
1620,140411,,,,366,Assets
178,600105,,,,453,Direct Operating Expense
249,680040,,,,477,Repairs & Maintenance
1366,800200,,,,549,Interest Expesne
265,700110,,,,605,Field G&A
1569,202000,,,,565,Liability
73,150900,,,,525,Assets
387,S60004,,,,572,
967,660024,,,,359,Direct Operating Expense
228,660070,,,,107,Direct Operating Expense
223,660030,,,,346,Repairs & Maintenance
1366,800200,,,,475,Interest Expesne
652,S40019,,,,487,
66,150200,,,,473,Assets
277,700280,,,,496,Field G&A
1366,800200,,,,616,Interest Expesne
66,150200,,,,1282,Assets
289,700385,,,,114,Field G&A
72,150800,,,,591,Assets
68,150400,,,,368,Assets
240,670130,,,,541,Field G&A
265,700110,,,,483,Field G&A
283,700325,,,,117,Field G&A
211,630200,,,,508,Direct Operating Expense
988,500829,,,,546,COGS
111,220100,,,,521,Liability
1366,800200,,,,136,Interest Expesne
234,660110,,,,127,Direct Operating Expense
226,660050,,,,66,Direct Operating Expense
249,680040,,,,354,Repairs & Maintenance
249,680040,,,,487,Repairs & Maintenance
520,100704,,,,532,
274,700235,,,,367,Field G&A
238,670110,,,,501,Field G&A
42,101921,,,,564,Assets
228,660070,,,,557,Direct Operating Expense
409,100006,,,,540,Assets
211,630200,,,,484,Direct Operating Expense
389,S40009,,,,345,
234,660110,,,,355,Direct Operating Expense
65,150100,,,,365,
388,S40008,,,,126,
1366,800200,,,,368,Interest Expesne
652,S40019,,,,368,
388,S40008,,,,130,
249,680040,,,,137,Repairs & Maintenance
117,230020,,,,57,Liability
296,700905,,,,169,Field G&A
279,700305,,,,343,Field G&A
279,700305,,,,571,Field G&A
209,630125,,,,571,Direct Operating Expense
56,130050,,,,541,Assets
652,S40019,,,,535,
282,700320,,,,1296,Field G&A
550,700906,,,,527,Field G&A
316,800325,,,,1301,Deal Expenses
200,620105,,,,483,Direct Operating Expense
72,150800,,,,118,Assets
111,220100,,,,1284,Liability
209,630125,,,,350,Direct Operating Expense
967,660024,,,,513,Direct Operating Expense
77,158000,,,,612,Assets
196,600500,,,,1297,Direct Operating Expense
289,700385,,,,498,Field G&A
165,460300,,,,1293,Sales
1685,690066,,,,517,Marketing & Advertising
1681,690062,,,,493,Marketing & Advertising
1687,690068,,,,512,Marketing & Advertising
1687,690068,,,,1296,Marketing & Advertising
298,800005,,,,1,Depreciation
235,660150,,,,133,Direct Operating Expense
79,160000,,,,506,Assets
79,160000,,,,598,Assets
225,660040,,,,131,Direct Operating Expense
259,690030,,,,572,Marketing & Advertising
969,660064,,,,1299,Direct Operating Expense
229,660080,,,,635,Direct Operating Expense
118,230030,,,,1280,Liability
1625,140416,,,,589,Assets
296,700905,,,,515,Field G&A
756,660028,,,,552,Direct Operating Expense
68,150400,,,,623,Assets
260,690040,,,,346,Marketing & Advertising
1596,230088,,,,560,Liability
258,690020,,,,550,Marketing & Advertising
66,150200,,,,518,Assets
1619,140410,,,,557,Assets
258,690020,,,,350,Marketing & Advertising
66,150200,,,,478,Assets
211,630200,,,,478,Direct Operating Expense
389,S40009,,,,483,
66,150200,,,,365,Assets
57,130100,,,,589,Assets
308,800212,,,,367,Interest Expesne
165,460300,,,,558,Sales
226,660050,,,,481,Direct Operating Expense
70,150600,,,,138,Assets
249,680040,,,,363,Repairs & Maintenance
1200,100009,,,,452,Assets
73,150900,,,,589,Assets
283,700325,,,,596,Field G&A
286,700350,,,,635,Field G&A
162,460125,,,,210,Sales
211,630200,,,,368,Direct Operating Expense
286,700350,,,,368,Field G&A
72,150800,,,,492,Assets
161,460100,,,,562,Sales
72,150800,,,,131,Assets
72,150800,,,,453,Assets
226,660050,,,,136,Direct Operating Expense
260,690040,,,,541,Marketing & Advertising
72,150800,,,,536,Assets
265,700110,,,,562,Field G&A
205,630105,,,,140,Direct Operating Expense
285,700345,,,,140,Field G&A
66,150200,,,,345,Assets
66,150200,,,,565,Assets
73,150900,,,,68,Assets
308,800212,,,,122,Interest Expesne
286,700350,,,,481,Field G&A
40,101901,,,,601,Assets
39,101900,,,,441,Assets
209,630125,,,,497,Direct Operating Expense
73,150900,,,,597,Assets
54,130005,,,,167,Assets
288,700380,,,,517,Field G&A
250,680060,,,,362,Repairs & Maintenance
226,660050,,,,569,Direct Operating Expense
308,800212,,,,511,Interest Expesne
550,700906,,,,634,Field G&A
66,150200,,,,592,Assets
56,130050,,,,558,Assets
967,660024,,,,481,Direct Operating Expense
184,600145,,,,625,Direct Operating Expense
738,130075,,,,441,Assets
77,158000,,,,128,Assets
39,101900,,,,117,Assets
55,130020,,,,636,Assets
284,700340,,,,439,Field G&A
72,150800,,,,434,Assets
304,800150,,,,545,Other Income & (Expense) Accts
209,630125,,,,511,Direct Operating Expense
72,150800,,,,521,Assets
283,700325,,,,447,Field G&A
390,S40010,,,,520,
105,210400,,,,167,Liability
579,230080,,,,348,Liability
270,700184,,,,598,Corporate G&A
1591,230083,,,,1297,Liability
111,220100,,,,3,Liability
224,660035,,,,138,Direct Operating Expense
71,150700,,,,477,Assets
274,700235,,,,359,Field G&A
389,S40009,,,,561,
1672,140600,,,,355,Assets
229,660080,,,,167,Direct Operating Expense
71,150700,,,,540,Assets
52,129000,,,,1279,Assets
296,700905,,,,500,Field G&A
279,700305,,,,609,Field G&A
42,101921,,,,602,Assets
259,690030,,,,524,Marketing & Advertising
259,690030,,,,607,Marketing & Advertising
224,660035,,,,364,Direct Operating Expense
62,140400,,,,368,Assets
175,500800,,,,367,COGS
652,S40019,,,,115,
73,150900,,,,56,Assets
39,101900,,,,121,Assets
72,150800,,,,108,Assets
226,660050,,,,344,Direct Operating Expense
215,630260,,,,357,Direct Operating Expense
72,150800,,,,109,Assets
286,700350,,,,112,Field G&A
308,800212,,,,169,Interest Expesne
308,800212,,,,57,Interest Expesne
65,150100,,,,362,
211,630200,,,,1297,Direct Operating Expense
66,150200,,,,501,Assets
215,630260,,,,1302,Direct Operating Expense
270,700184,,,,1301,Corporate G&A
56,130050,,,,529,Assets
72,150800,,,,516,Assets
288,700380,,,,594,Field G&A
308,800212,,,,1292,Interest Expesne
83,170300,,,,562,Assets
989,500500,,,,1301,Sales
308,800212,,,,1292,Interest Expesne
280,700310,,,,1285,Field G&A
118,230030,,,,342,Liability
265,700110,,,,1301,Field G&A
226,660050,,,,1290,Direct Operating Expense
286,700350,,,,1284,Field G&A
221,660020,,,,1298,Direct Operating Expense
222,660025,,,,8,Direct Operating Expense
289,700385,,,,359,Field G&A
289,700385,,,,1301,Field G&A
235,660150,,,,355,Direct Operating Expense
289,700385,,,,1299,Field G&A
319,900200,,,,597,Tax
265,700110,,,,589,Field G&A
168,480000,,,,1293,Sales
249,680040,,,,539,Repairs & Maintenance
184,600145,,,,571,Direct Operating Expense
1688,690069,,,,1303,Marketing & Advertising
1691,690072,,,,4,Marketing & Advertising
259,690030,,,,350,Marketing & Advertising
1688,690069,,,,1291,Marketing & Advertising
1688,690069,,,,553,Marketing & Advertising
1688,690069,,,,516,Marketing & Advertising
1691,690072,,,,525,Marketing & Advertising
259,690030,,,,1289,Marketing & Advertising
259,690030,,,,505,Marketing & Advertising
259,690030,,,,1295,Marketing & Advertising
1690,690071,,,,508,Marketing & Advertising
259,690030,,,,1285,Marketing & Advertising
179,600110,,,,559,Direct Operating Expense
77,158000,,,,554,Assets
77,158000,,,,518,Assets
1676,600124,,,,626,Direct Operating Expense
279,700305,,,,1293,Field G&A
1688,690069,,,,1292,Marketing & Advertising
183,600140,,,,1292,Direct Operating Expense
579,230080,,,,506,Liability
390,S40010,,,,138,
579,230080,,,,593,Liability
388,S40008,,,,503,
579,230080,,,,526,Liability
50,120100,,,,1296,Assets
62,140400,,,,545,Assets
579,230080,,,,554,Liability
230,660090,,,,612,Direct Operating Expense
377,101800,,,,565,Assets
119,230100,,,,11,Liability
389,S40009,,,,1291,
275,700240,,,,438,Field G&A
652,S40019,,,,113,
224,660035,,,,555,Direct Operating Expense
324,S40002,,,,531,
225,660040,,,,553,Direct Operating Expense
79,160000,,,,1299,Assets
787,201002,,,,612,Liability
270,700184,,,,613,Field G&A
239,670120,,,,452,Field G&A
303,800115,,,,526,Other Income & (Expense) Accts
275,700240,,,,1282,Field G&A
289,700385,,,,616,Field G&A
75,151100,,,,473,Assets
71,150700,,,,1,Assets
77,158000,,,,498,Assets
71,150700,,,,613,Assets
172,500200,,,,1289,COGS
39,101900,,,,588,Assets
119,230100,,,,355,Liability
270,700184,,,,528,Field G&A
308,800212,,,,1279,Interest Expesne
308,800212,,,,133,Interest Expesne
293,700410,,,,350,Field G&A
289,700385,,,,1297,Field G&A
586,140152,,,,65,Assets
79,160000,,,,515,Assets
78,159000,,,,138,Assets
63,140500,,,,210,
39,101900,,,,124,Assets
72,150800,,,,67,Assets
971,500821,,,,472,COGS
219,660010,,,,68,Direct Operating Expense
987,660190,,,,107,
579,230080,,,,107,Liability
579,230080,,,,107,Liability
284,700340,,,,68,Field G&A
240,670130,,,,132,Field G&A
234,660110,,,,113,Direct Operating Expense
172,500200,,,,367,COGS
111,220100,,,,359,Liability
579,230080,,,,134,Liability
579,230080,,,,130,Liability
579,230080,,,,58,Liability
579,230080,,,,567,Liability
68,150400,,,,534,Assets
120,230200,,,,3,Liability
1403,230301,,,,568,
899,B40001,,,,591,
579,230080,,,,537,Liability
579,230080,,,,4,Liability
579,230080,,,,1287,Liability
901,B40003,,,,481,
901,B40003,,,,61,
71,150700,,,,542,Assets
172,500200,,,,521,COGS
391,S40099,,,,572,
172,500200,,,,590,COGS
391,S40099,,,,1297,
391,S40099,,,,6,
214,630255,,,,1296,Direct Operating Expense
215,630260,,,,519,Corporate G&A
579,230080,,,,515,Liability
111,220100,,,,1296,Liability
1595,230087,,,,500,
1595,230087,,,,534,
421,S40014,,,,555,
901,B40003,,,,512,
899,B40001,,,,560,
899,B40001,,,,533,
899,B40001,,,,533,
899,B40001,,,,588,
899,B40001,,,,360,
161,460100,,,,556,Sales
161,460100,,,,1287,Sales
901,B40003,,,,1301,
901,B40003,,,,515,
901,B40003,,,,609,
901,B40003,,,,481,
899,B40001,,,,119,
899,B40001,,,,529,
899,B40001,,,,1294,
168,480000,,,,506,Sales
161,460100,,,,519,Sales
161,460100,,,,528,Sales
161,460100,,,,124,Sales
149,410200,,,,524,Sales
901,B40003,,,,526,
899,B40001,,,,555,
899,B40001,,,,1290,
901,B40003,,,,1300,
899,B40001,,,,1294,
360,S40006,,,,1293,
149,410200,,,,1285,Sales
579,230080,,,,559,Liability
224,660035,,,,572,Direct Operating Expense
119,230100,,,,511,Liability
390,S40010,,,,351,
41,101920,,,,1290,Assets
226,660050,,,,1296,Direct Operating Expense
225,660040,,,,532,Direct Operating Expense
113,220120,,,,1284,Liability
113,220120,,,,543,Liability
113,220120,,,,113,Liability
579,230080,,,,1293,Liability
212,630205,,,,132,
324,S40002,,,,542,
269,700182,,,,497,Field G&A
280,700310,,,,609,Field G&A
39,101900,,,,1293,Assets
75,151100,,,,360,Assets
756,660028,,,,17,Direct Operating Expense
65,150100,,,,557,
756,660028,,,,1290,Direct Operating Expense
359,800300,,,,601,Deal Expenses
75,151100,,,,138,Assets
389,S40009,,,,527,
84,170400,,,,1294,Assets
410,100007,,,,478,Assets
756,660028,,,,1,Direct Operating Expense
459,S40018,,,,596,
436,S40015,,,,558,
436,S40015,,,,601,
436,S40015,,,,504,
436,S40015,,,,505,
458,S40017,,,,479,
326,S40004,,,,452,
52,129000,,,,608,Assets
457,S40016,,,,113,
229,660080,,,,58,Direct Operating Expense
285,700345,,,,4,Field G&A
275,700240,,,,4,Field G&A
108,210600,,,,1294,Liability
275,700240,,,,1299,Field G&A
65,150100,,,,8,
113,220120,,,,1,Liability
756,660028,,,,496,Direct Operating Expense
150,410300,,,,567,Sales
172,500200,,,,113,COGS
159,410500,,,,504,
