ACCOUNT_ID,ACCOUNT_NUMBER,SUBSIDIARY_ID,CLASS_ID,DEPARTMENT_ID,LOCATION_ID,Metric_Mapping
285,700345,,,,613,Field G&A
1461,230704,,,,1289,
52,129000,,,,547,Assets
802,230650,,,,531,Liability
1457,120141,,,,1297,
225,660040,,,,617,Direct Operating Expense
756,660028,,,,1292,Direct Operating Expense
996,680560,,,,110,Corporate G&A
209,630125,,,,546,Direct Operating Expense
215,630260,,,,445,Direct Operating Expense
66,150200,,,,514,Assets
311,800280,,,,1300,Other Income & (Expense) Accts
308,800212,,,,537,Interest Expesne
52,129000,,,,1282,Assets
183,600140,,,,597,Direct Operating Expense
41,101920,,,,1295,Assets
579,230080,,,,1297,Liability
286,700350,,,,1282,Field G&A
631,129900,,,,526,Assets
295,700900,,,,567,Field G&A
552,700907,,,,505,Corporate G&A
285,700345,,,,634,Field G&A
286,700350,,,,1285,Field G&A
235,660150,,,,543,Direct Operating Expense
230,660090,,,,571,Direct Operating Expense
283,700325,,,,504,Field G&A
175,500800,,,,4,COGS
1644,330100,,,,518,
82,170200,,,,1302,Assets
308,800212,,,,117,Interest Expesne
73,150900,,,,1296,Assets
984,460328,,,,597,Sales
285,700345,,,,606,Corporate G&A
71,150700,,,,550,Assets
275,700240,,,,551,Field G&A
42,101921,,,,1302,Assets
65,150100,,,,500,
579,230080,,,,1289,Liability
987,660190,,,,594,
225,660040,,,,138,Direct Operating Expense
972,460322,,,,1289,Sales
974,460323,,,,1299,Sales
756,660028,,,,1298,Direct Operating Expense
214,630255,,,,508,Direct Operating Expense
319,900200,,,,1299,Tax
57,130100,,,,568,Assets
579,230080,,,,571,Liability
225,660040,,,,553,Direct Operating Expense
901,B40003,,,,571,
899,B40001,,,,479,
899,B40001,,,,139,
901,B40003,,,,4,
901,B40003,,,,589,
277,700280,,,,1302,Field G&A
172,500200,,,,594,COGS
148,410100,,,,590,Sales
66,150200,,,,592,Assets
391,S40099,,,,554,
5,100003,,,,1282,Assets
391,S40099,,,,596,
277,700280,,,,609,Corporate G&A
119,230100,,,,542,Liability
57,130100,,,,626,Assets
1593,230085,,,,503,Liability
71,150700,,,,571,Assets
111,220100,,,,540,Liability
1177,480010,,,,551,Sales
1595,230087,,,,525,
240,670130,,,,479,Field G&A
52,129000,,,,571,Assets
901,B40003,,,,515,
899,B40001,,,,353,
899,B40001,,,,56,
899,B40001,,,,537,
161,460100,,,,541,Sales
152,420100,,,,511,Sales
901,B40003,,,,520,
901,B40003,,,,133,
901,B40003,,,,1287,
901,B40003,,,,1279,
901,B40003,,,,1291,
901,B40003,,,,591,
901,B40003,,,,625,
901,B40003,,,,507,
901,B40003,,,,1300,
899,B40001,,,,4,
899,B40001,,,,602,
168,480000,,,,551,Sales
149,410200,,,,528,Sales
161,460100,,,,589,Sales
161,460100,,,,612,Sales
901,B40003,,,,525,
899,B40001,,,,594,
899,B40001,,,,515,
579,230080,,,,1300,Liability
901,B40003,,,,474,
149,410200,,,,1,Sales
899,B40001,,,,560,
390,S40010,,,,1289,
164,460200,,,,543,Sales
228,660070,,,,594,Direct Operating Expense
457,S40016,,,,125,
275,700240,,,,592,Field G&A
756,660028,,,,1294,Direct Operating Expense
756,660028,,,,502,Direct Operating Expense
286,700350,,,,557,Field G&A
113,220120,,,,472,Liability
224,660035,,,,107,Direct Operating Expense
39,101900,,,,1280,Assets
802,230650,,,,558,Liability
275,700240,,,,625,Field G&A
436,S40015,,,,481,
436,S40015,,,,514,
285,700345,,,,1282,Field G&A
756,660028,,,,530,Direct Operating Expense
874,600112,,,,111,Direct Operating Expense
180,600115,,,,143,Direct Operating Expense
113,220120,,,,12,Liability
165,460300,,,,1298,Sales
756,660028,,,,635,Direct Operating Expense
113,220120,,,,525,Liability
71,150700,,,,1279,Assets
295,700900,,,,568,Field G&A
227,660060,,,,11,Direct Operating Expense
279,700305,,,,558,Field G&A
585,140151,,,,1301,Assets
1065,999994,,,,520,
159,410500,,,,1299,
421,S40014,,,,1298,
308,800212,,,,539,Interest Expesne
308,800212,,,,505,Interest Expesne
206,630110,,,,1294,
289,700385,,,,590,Field G&A
144,330000,,,,358,Equity
359,800300,,,,10,Deal Expenses
194,600300,,,,1293,
144,330000,,,,1295,Equity
282,700320,,,,1297,Field G&A
301,800105,,,,1290,Other Income & (Expense) Accts
194,600300,,,,1291,
899,B40001,,,,527,
308,800212,,,,608,Interest Expesne
272,700200,,,,554,Field G&A
279,700305,,,,551,Field G&A
308,800212,,,,450,Interest Expesne
279,700305,,,,530,Field G&A
421,S40014,,,,1289,
308,800212,,,,440,Interest Expesne
203,620150,,,,559,Corporate G&A
206,630110,,,,542,
293,700410,,,,473,Field G&A
206,630110,,,,520,
197,610000,,,,452,Direct Operating Expense
197,610000,,,,496,Direct Operating Expense
899,B40001,,,,1289,
165,460300,,,,612,Sales
144,330000,,,,567,Equity
296,700905,,,,19,Field G&A
289,700385,,,,540,Field G&A
282,700320,,,,1284,Field G&A
175,500800,,,,19,COGS
102,200000,,,,635,Liability
913,660200,,,,1299,Corporate G&A
194,600300,,,,511,
276,700245,,,,601,Corporate G&A
159,410500,,,,452,
197,610000,,,,1295,Direct Operating Expense
272,700200,,,,475,Field G&A
275,700240,,,,487,Field G&A
214,630255,,,,549,Direct Operating Expense
264,700105,,,,616,Field G&A
421,S40014,,,,1300,
457,S40016,,,,1292,
482,S40030,,,,351,
203,620150,,,,506,Corporate G&A
304,800150,,,,564,Other Income & (Expense) Accts
215,630260,,,,1284,Direct Operating Expense
1569,202000,,,,528,Liability
293,700410,,,,1279,Field G&A
234,660110,,,,566,Direct Operating Expense
1595,230087,,,,546,
108,210600,,,,542,Liability
1674,600122,,,,517,
225,660040,,,,169,Direct Operating Expense
1080,150110,,,,115,Assets
66,150200,,,,554,Assets
550,700906,,,,1279,Field G&A
234,660110,,,,611,Direct Operating Expense
81,170100,,,,573,Assets
71,150700,,,,1301,Assets
228,660070,,,,1294,Direct Operating Expense
228,660070,,,,507,Direct Operating Expense
301,800105,,,,452,Other Income & (Expense) Accts
71,150700,,,,568,Assets
127,230600,,,,496,
172,500200,,,,598,COGS
579,230080,,,,359,Liability
275,700240,,,,360,Field G&A
113,220120,,,,512,Liability
313,800310,,,,490,Deal Expenses
359,800300,,,,510,Deal Expenses
52,129000,,,,139,Assets
406,101802,,,,3,Assets
71,150700,,,,107,Assets
71,150700,,,,141,Assets
182,600125,,,,3,Direct Operating Expense
113,220120,,,,120,Liability
977,500824,,,,56,COGS
244,670210,,,,353,Corporate G&A
985,500828,,,,352,COGS
975,500823,,,,360,COGS
287,700360,,,,344,Field G&A
120,230200,,,,347,Liability
119,230100,,,,344,Liability
356,248990,,,,349,Liability
253,680300,,,,344,
253,680300,,,,346,
172,500200,,,,343,COGS
112,220110,,,,343,Liability
214,630255,,,,343,Direct Operating Expense
534,230110,,,,348,Liability
203,620150,,,,353,Corporate G&A
326,S40004,,,,344,
248,680020,,,,351,Repairs & Maintenance
68,150400,,,,108,Assets
66,150200,,,,363,Assets
279,700305,,,,353,Field G&A
179,600110,,,,112,Direct Operating Expense
207,630115,,,,127,
159,410500,,,,60,
360,S40006,,,,131,
482,S40030,,,,63,
240,670130,,,,141,Field G&A
276,700245,,,,133,Corporate G&A
482,S40030,,,,124,
230,660090,,,,503,Direct Operating Expense
395,800125,,,,1302,Other Income & (Expense) Accts
272,700200,,,,501,Field G&A
246,670220,,,,513,
534,230110,,,,1285,Liability
144,330000,,,,1290,Equity
159,410500,,,,1292,
24,101001,,,,1302,
534,230110,,,,1296,Liability
524,101101,,,,558,
197,610000,,,,594,Direct Operating Expense
237,670100,,,,550,Field G&A
272,700200,,,,1299,Field G&A
52,129000,,,,519,Assets
386,S60003,,,,1297,
207,630115,,,,549,
148,410100,,,,1299,Sales
386,S60003,,,,526,
269,700182,,,,589,Field G&A
39,101900,,,,567,Assets
283,700325,,,,543,Field G&A
66,150200,,,,616,Assets
257,690010,,,,1302,Marketing & Advertising
257,690010,,,,1285,Marketing & Advertising
257,690010,,,,1286,Marketing & Advertising
196,600500,,,,527,Direct Operating Expense
289,700385,,,,1280,Field G&A
271,700186,,,,534,
79,160000,,,,546,Assets
275,700240,,,,602,Field G&A
173,500300,,,,548,COGS
995,700180,,,,1287,Field G&A
73,150900,,,,1297,Assets
283,700325,,,,590,Field G&A
230,660090,,,,505,Direct Operating Expense
39,101900,,,,1287,Assets
1595,230087,,,,143,
1593,230085,,,,533,Liability
39,101900,,,,474,Assets
116,230010,,,,1287,
1595,230087,,,,478,
585,140151,,,,1296,Assets
230,660090,,,,612,Direct Operating Expense
1595,230087,,,,613,
293,700410,,,,1297,Field G&A
224,660035,,,,1302,Direct Operating Expense
172,500200,,,,592,COGS
1179,160500,,,,540,
52,129000,,,,1301,Assets
512,999999,,,,478,
638,220104,,,,503,
100,190199,,,,115,Assets
94,190106,,,,526,Assets
79,160000,,,,1292,Assets
41,101920,,,,355,Assets
908,S60006,,,,550,
140,300200,,,,64,Equity
209,630125,,,,527,Direct Operating Expense
269,700182,,,,591,Field G&A
197,610000,,,,1280,Direct Operating Expense
217,630280,,,,592,Corporate G&A
255,680550,,,,483,Repairs & Maintenance
114,220130,,,,529,
240,670130,,,,549,Field G&A
276,700245,,,,557,Corporate G&A
269,700182,,,,1289,Field G&A
347,101010,,,,582,
600,800299,,,,598,
402,220102,,,,1285,Liability
145,390000,,,,1285,Equity
631,129900,,,,1295,Assets
1715,210501,,,,502,Liability
181,600120,,,,1296,Direct Operating Expense
1638,480020,,,,498,Sales
202,620115,,,,517,Direct Operating Expense
209,630125,,,,571,Direct Operating Expense
277,700280,,,,518,Field G&A
54,130005,,,,1302,Assets
202,620115,,,,1292,Direct Operating Expense
52,129000,,,,552,Assets
197,610000,,,,126,Direct Operating Expense
276,700245,,,,133,Corporate G&A
254,680500,,,,355,
95,190107,,,,606,Assets
109,210610,,,,562,
264,700105,,,,492,Field G&A
109,210610,,,,586,
299,800010,,,,1289,Amortization
96,190108,,,,4,Assets
276,700245,,,,1294,Corporate G&A
215,630260,,,,4,Direct Operating Expense
85,179000,,,,1297,Assets
308,800212,,,,565,Interest Expesne
89,190101,,,,1299,Assets
1593,230085,,,,597,Liability
1590,230082,,,,564,Liability
71,150700,,,,513,Assets
79,160000,,,,500,Assets
172,500200,,,,1287,COGS
756,660028,,,,1287,Direct Operating Expense
282,700320,,,,544,Field G&A
355,248001,,,,503,
122,230300,,,,556,Liability
638,220104,,,,472,
250,680060,,,,1290,Repairs & Maintenance
203,620150,,,,625,Corporate G&A
264,700105,,,,625,Field G&A
386,S60003,,,,107,
908,S60006,,,,368,
264,700105,,,,634,Field G&A
638,220104,,,,4,
1064,999995,,,,566,
212,630205,,,,521,
314,800315,,,,548,Corporate G&A
118,230030,,,,634,Liability
619,100708,,,,1298,
214,630255,,,,505,Direct Operating Expense
403,220103,,,,575,Liability
114,220130,,,,1294,
507,100702,,,,594,
299,800010,,,,475,Amortization
102,200000,,,,111,Liability
197,610000,,,,366,Direct Operating Expense
600,800299,,,,555,
79,160000,,,,114,Assets
127,230600,,,,483,
1654,700120,,,,635,Field G&A
1654,700120,,,,170,Field G&A
1681,690062,,,,505,Marketing & Advertising
1681,690062,,,,529,Marketing & Advertising
1679,690060,,,,549,Marketing & Advertising
1713,210420,,,,590,Liability
1596,230088,,,,453,Liability
285,700345,,,,597,Field G&A
77,158000,,,,440,Assets
228,660070,,,,589,Direct Operating Expense
999,101201,,,,127,Assets
1717,230021,,,,65,Liability
183,600140,,,,513,Direct Operating Expense
229,660080,,,,503,Direct Operating Expense
1625,140416,,,,602,Assets
81,170100,,,,528,Assets
1620,140411,,,,509,Assets
1676,600124,,,,566,Direct Operating Expense
184,600145,,,,1293,Direct Operating Expense
79,160000,,,,612,Assets
899,B40001,,,,1297,
901,B40003,,,,474,
901,B40003,,,,555,
899,B40001,,,,1285,
79,160000,,,,554,Assets
75,151100,,,,1282,Assets
65,150100,,,,562,
1593,230085,,,,1280,Liability
1593,230085,,,,514,Liability
1595,230087,,,,440,
1595,230087,,,,520,
1595,230087,,,,450,
359,800300,,,,1293,Deal Expenses
756,660028,,,,509,Direct Operating Expense
113,220120,,,,1295,Liability
253,680300,,,,553,
128,230610,,,,500,Liability
214,630255,,,,528,Direct Operating Expense
585,140151,,,,1300,Assets
212,630205,,,,1296,
207,630115,,,,555,
39,101900,,,,497,Assets
206,630110,,,,545,
81,170100,,,,447,Assets
1942,100643,,,,617,
756,660028,,,,6,Direct Operating Expense
259,690030,,,,19,Marketing & Advertising
250,680060,,,,137,Repairs & Maintenance
235,660150,,,,568,Direct Operating Expense
1714,210430,,,,545,Liability
205,630105,,,,1292,Direct Operating Expense
1505,230102,,,,551,Liability
228,660070,,,,556,Direct Operating Expense
75,151100,,,,1299,Assets
738,130075,,,,65,Assets
66,150200,,,,438,Assets
39,101900,,,,1285,Assets
66,150200,,,,543,Assets
40,101901,,,,555,Assets
73,150900,,,,1291,Assets
1406,240005,,,,530,Liability
282,700320,,,,505,Field G&A
79,160000,,,,549,Assets
71,150700,,,,540,Assets
586,140152,,,,496,Assets
255,680550,,,,569,Repairs & Maintenance
255,680550,,,,481,Repairs & Maintenance
652,S40019,,,,554,
161,460100,,,,523,Sales
113,220120,,,,564,Liability
66,150200,,,,483,Assets
289,700385,,,,447,Field G&A
75,151100,,,,1289,Assets
611,190113,,,,561,Assets
133,240001,,,,602,
79,160000,,,,1282,Assets
81,170100,,,,1,Assets
81,170100,,,,367,Assets
314,800315,,,,502,Field G&A
802,230650,,,,566,Liability
79,160000,,,,109,Assets
311,800280,,,,1293,Other Income & (Expense) Accts
403,220103,,,,592,Liability
288,700380,,,,568,Field G&A
417,100903,,,,503,Assets
50,120100,,,,590,Assets
1711,480501,,,,582,Sales
1684,690065,,,,1298,Marketing & Advertising
417,100903,,,,1290,Assets
50,120100,,,,631,Assets
1714,210430,,,,559,Liability
184,600145,,,,360,Direct Operating Expense
42,101921,,,,128,Assets
1590,230082,,,,1287,Liability
1591,230083,,,,590,Liability
550,700906,,,,547,Field G&A
55,130020,,,,554,Assets
1594,230086,,,,612,Liability
358,630250,,,,537,Direct Operating Expense
1713,210420,,,,551,Liability
1673,600121,,,,552,Direct Operating Expense
223,660030,,,,126,Repairs & Maintenance
284,700340,,,,1299,Field G&A
183,600140,,,,1281,Direct Operating Expense
550,700906,,,,558,Field G&A
1860,101998,,,,1302,Assets
1860,101998,,,,562,Assets
1568,152000,,,,1282,
1830,600405,,,,66,Direct Operating Expense
1717,230021,,,,625,Liability
1717,230021,,,,530,Liability
119,230100,,,,506,Liability
223,660030,,,,1289,Repairs & Maintenance
269,700182,,,,1292,Field G&A
1708,690073,,,,515,Marketing & Advertising
283,700325,,,,544,Field G&A
270,700184,,,,447,Field G&A
1596,230088,,,,543,Liability
1596,230088,,,,452,Liability
298,800005,,,,547,Depreciation
52,129000,,,,58,Assets
579,230080,,,,513,Liability
1589,230081,,,,440,Liability
1589,230081,,,,504,Liability
1590,230082,,,,592,Liability
235,660150,,,,358,Direct Operating Expense
78,159000,,,,138,Assets
221,660020,,,,138,Direct Operating Expense
237,670100,,,,568,Field G&A
1589,230081,,,,1285,Liability
406,101802,,,,1302,Assets
77,158000,,,,522,Assets
1066,999997,,,,525,
1067,999996,,,,435,
67,150300,,,,364,Assets
54,130005,,,,348,Assets
304,800150,,,,347,Other Income & (Expense) Accts
266,700115,,,,345,Field G&A
73,150900,,,,347,Assets
105,210400,,,,351,Liability
74,151000,,,,127,Assets
180,600115,,,,350,Direct Operating Expense
303,800115,,,,125,Other Income & (Expense) Accts
183,600140,,,,58,Direct Operating Expense
417,100903,,,,135,Assets
1715,210501,,,,111,Liability
323,S40001,,,,569,
39,101900,,,,613,Assets
585,140151,,,,545,Assets
280,700310,,,,58,Field G&A
73,150900,,,,121,Assets
1596,230088,,,,170,Liability
1596,230088,,,,346,Liability
228,660070,,,,360,Direct Operating Expense
1717,230021,,,,126,Liability
401,660015,,,,356,Direct Operating Expense
39,101900,,,,346,Assets
359,800300,,,,351,Deal Expenses
274,700235,,,,140,Field G&A
1504,230101,,,,67,Liability
1826,100028,,,,126,Assets
78,159000,,,,108,Assets
1571,250000,,,,124,Liability
288,700380,,,,59,Field G&A
73,150900,,,,118,Assets
1145,200001,,,,121,Liability
1590,230082,,,,121,Liability
1589,230081,,,,56,Liability
1708,690073,,,,59,Marketing & Advertising
285,700345,,,,120,Corporate G&A
1714,210430,,,,66,Liability
78,159000,,,,58,Assets
238,670110,,,,59,Field G&A
995,700180,,,,57,Field G&A
550,700906,,,,64,Field G&A
235,660150,,,,61,Direct Operating Expense
995,700180,,,,56,Field G&A
1688,690069,,,,59,Marketing & Advertising
324,S40002,,,,56,
403,220103,,,,67,Liability
296,700905,,,,59,Field G&A
57,130100,,,,65,Assets
229,660080,,,,65,Direct Operating Expense
223,660030,,,,67,Repairs & Maintenance
1713,210420,,,,109,Liability
286,700350,,,,121,Field G&A
1717,230021,,,,112,Liability
1626,140417,,,,118,Assets
1591,230083,,,,118,Liability
165,460300,,,,115,Sales
1590,230082,,,,118,Liability
81,170100,,,,163,Assets
1688,690069,,,,110,Marketing & Advertising
1688,690069,,,,122,Marketing & Advertising
1688,690069,,,,117,Marketing & Advertising
327,S40005,,,,121,
1714,210430,,,,67,Liability
284,700340,,,,109,Field G&A
184,600145,,,,131,Direct Operating Expense
1708,690073,,,,65,Marketing & Advertising
181,600120,,,,113,Direct Operating Expense
223,660030,,,,122,Repairs & Maintenance
223,660030,,,,356,Repairs & Maintenance
223,660030,,,,451,Repairs & Maintenance
288,700380,,,,357,Field G&A
117,230020,,,,452,Liability
1591,230083,,,,612,Liability
275,700240,,,,447,Field G&A
39,101900,,,,130,Assets
249,680040,,,,368,Repairs & Maintenance
235,660150,,,,436,Direct Operating Expense
119,230100,,,,436,Liability
63,140500,,,,434,
400,101999,,,,352,Assets
294,700415,,,,142,Field G&A
197,610000,,,,128,Direct Operating Expense
99,190111,,,,125,Assets
308,800212,,,,366,Interest Expesne
95,190107,,,,496,Assets
51,122000,,,,519,
91,190103,,,,505,Assets
299,800010,,,,568,Amortization
137,249000,,,,540,
157,410420,,,,1290,
355,248001,,,,1294,
285,700345,,,,592,Field G&A
352,101015,,,,1291,
54,130005,,,,56,Assets
351,101014,,,,571,
323,S40001,,,,612,
184,600145,,,,528,Direct Operating Expense
323,S40001,,,,613,
280,700310,,,,358,Field G&A
1589,230081,,,,592,Liability
1589,230081,,,,67,Liability
227,660060,,,,107,Direct Operating Expense
1590,230082,,,,19,Liability
226,660050,,,,138,Direct Operating Expense
113,220120,,,,453,Liability
72,150800,,,,534,Assets
1589,230081,,,,474,Liability
1860,101998,,,,1298,Assets
77,158000,,,,531,Assets
72,150800,,,,1299,Assets
1568,152000,,,,630,
288,700380,,,,519,Field G&A
1860,101998,,,,562,Assets
261,690050,,,,1287,Marketing & Advertising
221,660020,,,,592,Direct Operating Expense
1626,140417,,,,526,Assets
1928,690081,,,,529,Marketing & Advertising
285,700345,,,,539,Field G&A
1711,480501,,,,516,Sales
265,700110,,,,452,Field G&A
1924,690077,,,,635,Marketing & Advertising
1716,210511,,,,1292,Liability
202,620115,,,,138,Direct Operating Expense
205,630105,,,,560,Direct Operating Expense
209,630125,,,,1302,Direct Operating Expense
184,600145,,,,559,Direct Operating Expense
102,200000,,,,452,Liability
1685,690066,,,,509,Marketing & Advertising
152,420100,,,,568,Sales
117,230020,,,,553,Liability
225,660040,,,,591,Direct Operating Expense
1927,690079,,,,366,Marketing & Advertising
1596,230088,,,,635,Liability
1940,201040,,,,436,Liability
223,660030,,,,533,Repairs & Maintenance
259,690030,,,,520,Marketing & Advertising
1596,230088,,,,503,Liability
184,600145,,,,360,Direct Operating Expense
1930,690083,,,,514,Marketing & Advertising
1929,690082,,,,447,Marketing & Advertising
1940,201040,,,,517,Liability
227,660060,,,,541,Direct Operating Expense
1940,201040,,,,534,Liability
75,151100,,,,475,Assets
1924,690077,,,,1291,Marketing & Advertising
1927,690079,,,,1302,Marketing & Advertising
1589,230081,,,,542,Liability
550,700906,,,,4,Field G&A
68,150400,,,,1296,Assets
1596,230088,,,,601,Liability
184,600145,,,,1296,Direct Operating Expense
235,660150,,,,601,Direct Operating Expense
1591,230083,,,,1298,Liability
1596,230088,,,,523,Liability
105,210400,,,,613,Liability
105,210400,,,,1295,Liability
238,670110,,,,554,Field G&A
1594,230086,,,,504,Liability
202,620115,,,,1281,Direct Operating Expense
1930,690083,,,,524,Marketing & Advertising
1921,690074,,,,610,Marketing & Advertising
1940,201040,,,,527,Liability
184,600145,,,,613,Direct Operating Expense
287,700360,,,,477,Field G&A
1717,230021,,,,360,Liability
550,700906,,,,451,Field G&A
1930,690083,,,,445,Marketing & Advertising
73,150900,,,,122,Assets
1927,690079,,,,1280,Marketing & Advertising
1897,100301,,,,141,
90,190102,,,,479,Assets
1571,250000,,,,121,Liability
550,700906,,,,19,Field G&A
179,600110,,,,528,Direct Operating Expense
119,230100,,,,523,Liability
284,700340,,,,518,Field G&A
75,151100,,,,1293,Assets
1596,230088,,,,346,Liability
285,700345,,,,516,Field G&A
285,700345,,,,555,Field G&A
550,700906,,,,517,Field G&A
81,170100,,,,167,Assets
324,S40002,,,,1288,
288,700380,,,,608,Field G&A
1589,230081,,,,572,Liability
1589,230081,,,,493,Liability
1590,230082,,,,611,Liability
1708,690073,,,,58,Marketing & Advertising
1896,230103,,,,112,Liability
1708,690073,,,,452,Marketing & Advertising
267,700130,,,,521,Field G&A
73,150900,,,,552,Assets
1652,700236,,,,558,Field G&A
995,700180,,,,19,Field G&A
179,600110,,,,1294,Direct Operating Expense
55,130020,,,,531,Assets
221,660020,,,,549,Direct Operating Expense
1928,690081,,,,1291,Marketing & Advertising
249,680040,,,,1301,Repairs & Maintenance
184,600145,,,,522,Direct Operating Expense
1940,201040,,,,521,Liability
586,140152,,,,625,Assets
1940,201040,,,,1298,Liability
1596,230088,,,,63,Liability
77,158000,,,,617,Assets
210,630130,,,,133,Corporate G&A
223,660030,,,,490,Repairs & Maintenance
325,S40003,,,,1294,
222,660025,,,,571,Direct Operating Expense
293,700410,,,,138,Field G&A
324,S40002,,,,1283,
732,S60005,,,,4,
1940,201040,,,,539,Liability
1591,230083,,,,66,Liability
1940,201040,,,,1297,Liability
1924,690077,,,,612,Marketing & Advertising
1717,230021,,,,1284,Liability
1717,230021,,,,1289,Liability
284,700340,,,,526,Field G&A
550,700906,,,,139,Field G&A
550,700906,,,,1289,Field G&A
184,600145,,,,7,Direct Operating Expense
184,600145,,,,490,Direct Operating Expense
1684,690065,,,,362,Marketing & Advertising
219,660010,,,,538,Direct Operating Expense
1927,690079,,,,1294,Marketing & Advertising
1930,690083,,,,525,Marketing & Advertising
1717,230021,,,,1281,Liability
288,700380,,,,445,Field G&A
280,700310,,,,139,Field G&A
1596,230088,,,,125,Liability
1927,690079,,,,636,Marketing & Advertising
362,S60001,,,,120,
298,800005,,,,498,Depreciation
1923,690076,,,,1278,Marketing & Advertising
66,150200,,,,22,Assets
272,700200,,,,6,Corporate G&A
1930,690083,,,,608,Marketing & Advertising
1930,690083,,,,504,Marketing & Advertising
1929,690082,,,,1285,Marketing & Advertising
1930,690083,,,,1300,Marketing & Advertising
1924,690077,,,,502,Marketing & Advertising
1929,690082,,,,541,Marketing & Advertising
1924,690077,,,,539,Marketing & Advertising
282,700320,,,,523,Field G&A
1590,230082,,,,479,Liability
1654,700120,,,,504,Field G&A
22,100902,,,,524,Assets
1940,201040,,,,515,Liability
1924,690077,,,,597,Marketing & Advertising
1930,690083,,,,353,Marketing & Advertising
197,610000,,,,1294,Direct Operating Expense
119,230100,,,,597,Liability
239,670120,,,,550,Corporate G&A
258,690020,,,,1298,Marketing & Advertising
1940,201040,,,,517,Liability
1927,690079,,,,509,Marketing & Advertising
284,700340,,,,636,Field G&A
1591,230083,,,,1291,Liability
1717,230021,,,,481,Liability
1654,700120,,,,1299,Field G&A
1928,690081,,,,1285,Marketing & Advertising
270,700184,,,,635,Field G&A
1930,690083,,,,1293,Marketing & Advertising
284,700340,,,,1290,Field G&A
1566,700910,,,,504,Field G&A
1679,690060,,,,512,Marketing & Advertising
1711,480501,,,,452,Sales
1712,480511,,,,564,Sales
1676,600124,,,,472,Direct Operating Expense
1956,690090,,,,474,Marketing & Advertising
1932,690085,,,,602,Marketing & Advertising
66,150200,,,,611,Assets
1596,230088,,,,572,Liability
1930,690083,,,,1296,Marketing & Advertising
1924,690077,,,,498,Marketing & Advertising
1927,690079,,,,452,Marketing & Advertising
1930,690083,,,,620,Marketing & Advertising
1940,201040,,,,602,Liability
1923,690076,,,,490,Marketing & Advertising
325,S40003,,,,498,
77,158000,,,,497,Assets
210,630130,,,,566,Direct Operating Expense
182,600125,,,,1298,Direct Operating Expense
165,460300,,,,581,Sales
1687,690068,,,,502,Marketing & Advertising
65,150100,,,,506,
259,690030,,,,446,Marketing & Advertising
267,700130,,,,434,Field G&A
111,220100,,,,450,Liability
399,S40013,,,,441,
79,160000,,,,142,Assets
235,660150,,,,367,Direct Operating Expense
1860,101998,,,,19,Assets
282,700320,,,,535,Field G&A
1928,690081,,,,501,Marketing & Advertising
1686,690067,,,,546,Marketing & Advertising
324,S40002,,,,500,
1717,230021,,,,1298,Liability
1572,250001,,,,17,Liability
286,700350,,,,512,Field G&A
1930,690083,,,,511,Marketing & Advertising
284,700340,,,,524,Field G&A
72,150800,,,,1294,Assets
1924,690077,,,,487,Marketing & Advertising
1930,690083,,,,472,Marketing & Advertising
1923,690076,,,,512,Marketing & Advertising
1927,690079,,,,594,Marketing & Advertising
1927,690079,,,,526,Marketing & Advertising
1940,201040,,,,591,Liability
1924,690077,,,,540,Marketing & Advertising
1924,690077,,,,532,Marketing & Advertising
1924,690077,,,,609,Marketing & Advertising
280,700310,,,,117,Field G&A
1931,690084,,,,594,Marketing & Advertising
259,690030,,,,452,Marketing & Advertising
1596,230088,,,,521,Liability
303,800115,,,,1283,Other Income & (Expense) Accts
1931,690084,,,,534,Marketing & Advertising
1931,690084,,,,519,Marketing & Advertising
283,700325,,,,1284,Field G&A
293,700410,,,,594,Field G&A
1730,100027,,,,19,Assets
1571,250000,,,,602,Liability
1633,800160,,,,19,Other Income & (Expense) Accts
732,S60005,,,,1301,
1684,690065,,,,544,Marketing & Advertising
1932,690085,,,,571,Marketing & Advertising
162,460125,,,,354,Sales
1930,690083,,,,591,Marketing & Advertising
417,100903,,,,557,Assets
238,670110,,,,1284,Corporate G&A
287,700360,,,,520,Field G&A
1927,690079,,,,120,Marketing & Advertising
1931,690084,,,,113,Marketing & Advertising
1596,230088,,,,522,Liability
1940,201040,,,,518,Liability
1714,210430,,,,504,Liability
75,151100,,,,1291,Assets
1927,690079,,,,1278,Marketing & Advertising
1927,690079,,,,569,Marketing & Advertising
210,630130,,,,112,Direct Operating Expense
1634,500830,,,,435,COGS
1924,690077,,,,602,Marketing & Advertising
210,630130,,,,548,Direct Operating Expense
1596,230088,,,,114,Liability
1930,690083,,,,120,Marketing & Advertising
1676,600124,,,,517,Direct Operating Expense
249,680040,,,,517,Repairs & Maintenance
1929,690082,,,,567,Marketing & Advertising
72,150800,,,,506,Assets
234,660110,,,,362,Direct Operating Expense
89,190101,,,,538,Assets
79,160000,,,,538,Assets
490,140150,,,,527,
67,150300,,,,360,Assets
490,140150,,,,596,
362,S60001,,,,136,
732,S60005,,,,67,
184,600145,,,,67,Direct Operating Expense
210,630130,,,,140,Direct Operating Expense
999,101201,,,,134,Assets
1596,230088,,,,119,Liability
1596,230088,,,,107,Liability
1927,690079,,,,67,Marketing & Advertising
1923,690076,,,,135,Marketing & Advertising
1927,690079,,,,65,Marketing & Advertising
75,151100,,,,135,Assets
