DIM_CLASS_ID,CLASS_NAME,PARENT_CLASS_NAME,ORGANIZATION_LEVEL_NAME,DIM_ORGANIZATION_ID
268,Home Team Sports : RSN : NBC Sports California,Home Team Sports,Sports Properties,PSP
485,Digital Media : RSN : Bally Sports San Diego - Digital,Digital Media,Media,MEDIA
274,Home Team Sports : RSN : Altitude,Home Team Sports,Sports Properties,PSP
583,Playfly Sports Properties : College : FAU Sports Properties,Playfly Sports Properties,Sports Properties,PSP
272,Home Team Sports : RSN : NBC Sports Washington,Home Team Sports,Sports Properties,PSP
591,Sport & Story : Podcast : HailState+ Podcast Network (Mississippi State),Sport & Story,Tech,TECH
411,Playfly Sports Properties : Overhead,Playfly Sports Properties,Sports Properties,PSP
599,Playfly Global Partnerships : Sales : Playfly Access : Milwaukee Bucks,Playfly Global Partnerships,Global Partnerships,PGP
417,Sport & Story : Subscription : University of Arkansas (Hogs+),Sport & Story,Tech,TECH
445,Sport & Story : Subscription : LSU (LSU Gold),Sport & Story,Tech,TECH
576,Playfly Global Partnerships : Sales : Playfly Access : Denver Nuggets,Playfly Global Partnerships,Global Partnerships,PGP
437,Tech & Digital : Playfly Connect,Tech & Digital,Tech,TECH
240,Playfly Sports Properties : College : SDSU Sports Properties,Playfly Sports Properties,Sports Properties,PSP
282,Home Team Sports : Non-RSN : Pac 12 Network,Home Team Sports,Sports Properties,PSP
210,Playfly Global Partnerships : Sales : Premier Partnerships : Impression Sports,Playfly Global Partnerships,Global Partnerships,PGP
639,Home Team Sports : RSN : MLB Network Arizona Diamondbacks,Home Team Sports,Sports Properties,PSP
689,Sport & Story : Newsletter : JohnWallStreet,Sport & Story,Tech,TECH
421,Sport & Story : Podcast : The Arkansas HogPod,Sport & Story,Tech,TECH
715,Playfly Global Partnerships : Sales : Playfly Access : Vancouver Canucks,Playfly Global Partnerships,Global Partnerships,PGP
690,Playfly Media,Playfly Media,Media,MEDIA
721,Playfly Global Partnerships : Consulting,Playfly Global Partnerships,Global Partnerships,PGP
607,Sport & Story : Newsletter : S&S Daily,Sport & Story,Tech,TECH
725,Sport & Story : Newsletter : Good Morning Nova Nation (Villanova),Sport & Story,Tech,TECH
522,Digital Media : Non-RSN : Portland Blazers - Digital,Digital Media,Media,MEDIA
711,Playfly Global Partnerships : Sales : Playfly Access : Minnesota Wild,Playfly Global Partnerships,Global Partnerships,PGP
246,Playfly Sports Properties : High School : LHSAA Sports Properties,Playfly Sports Properties,Sports Properties,PSP
314,Playfly Global Partnerships : Sales : Playfly Esports : College League,Playfly Global Partnerships,Global Partnerships,PGP
683,Playfly Sports Properties : College : Penn State Sports Properties : Happy Valley United,Playfly Sports Properties,Sports Properties,PSP
714,Playfly Global Partnerships : Sales : Playfly Access : Houston Dynamo,Playfly Global Partnerships,Global Partnerships,PGP
679,Playfly Global Partnerships : Sales : Playfly Access : Orlando Magic,Playfly Global Partnerships,Global Partnerships,PGP
722,Playfly Global Partnerships : Consulting : Events Consulting,Playfly Global Partnerships,Global Partnerships,PGP
709,Sport & Story : Production : Michigan State University (This is Sparta Show),Sport & Story,Tech,TECH
746,Playfly Sports Properties : Playfly Max : University of Texas at San Antonio,Playfly Sports Properties,Sports Properties,PSP
693,Playfly Global Partnerships : Sales : Playfly Access : TV Stations,Playfly Global Partnerships,Global Partnerships,PGP
666,Sport & Story : Production : FAU Basketball (Florida Atlantic University),Sport & Story,Tech,TECH
699,Playfly Sports Properties : College : UCF Sports Properties : The Kingdom,Playfly Sports Properties,Sports Properties,PSP
290,Home Team Sports : RSN : Bally Sports Ohio,Home Team Sports,Sports Properties,PSP
695,Home Team Sports : RSN : Arizonas Family (Gray Media),Home Team Sports,Sports Properties,PSP
306,Home Team Sports : Non-RSN : New Orleans Pelicans,Home Team Sports,Sports Properties,PSP
214,Corporate,Corporate,Corporate,CORP
698,Sport & Story : Podcast : On the Fly,Sport & Story,Tech,TECH
236,Playfly Sports Properties : College : UNM Sports Properties,Playfly Sports Properties,Sports Properties,PSP
642,Home Team Sports : Non-RSN : Phoenix Mercury,Home Team Sports,Sports Properties,PSP
252,Playfly Sports Properties : High School : VHSL Sports Properties,Playfly Sports Properties,Sports Properties,PSP
658,Sport & Story : Podcast : Inside Baylor Sports,Sport & Story,Tech,TECH
677,Digital Media : RSN : Monumental Sports Network - Digital,Digital Media,Media,MEDIA
242,Playfly Sports Properties : College : USC Sports Properties,Playfly Sports Properties,Sports Properties,PSP
650,Playfly Global Partnerships : Sales : Playfly Access : New York Mets,Playfly Global Partnerships,Global Partnerships,PGP
208,Playfly Sports Properties,Playfly Sports Properties,Sports Properties,PSP
230,Playfly Sports Properties : College : Virginia Sports Properties,Playfly Sports Properties,Sports Properties,PSP
226,Playfly Sports Properties : College : Denver Sports Properties,Playfly Sports Properties,Sports Properties,PSP
220,Playfly Global Partnerships : Sales : Playfly Esports : League,Playfly Global Partnerships,Global Partnerships,PGP
702,Sport & Story : Newsletter : Lobos Brew (New Mexico),Sport & Story,Tech,TECH
706,Playfly Global Partnerships : Sales : Playfly Access : Baltimore Orioles,Playfly Global Partnerships,Global Partnerships,PGP
269,Home Team Sports : RSN : NBC Sports Chicago,Home Team Sports,Sports Properties,PSP
267,Home Team Sports : RSN : NBC Sports Boston,Home Team Sports,Sports Properties,PSP
265,Home Team Sports : RSN : Access Sports Media,Home Team Sports,Sports Properties,PSP
225,Playfly Sports Properties : College : Spiders Sports Properties,Playfly Sports Properties,Sports Properties,PSP
261,Home Team Sports : RSN : Bally Sports Southwest,Home Team Sports,Sports Properties,PSP
704,Aloompa,Aloompa,Corporate,CORP
273,Home Team Sports : RSN : NESN,Home Team Sports,Sports Properties,PSP
700,Sport & Story : Newsletter : Baylor Brew,Sport & Story,Tech,TECH
412,Sport & Story : Podcast,Sport & Story,Tech,TECH
263,Digital Media : Non-RSN : Send To News - Digital,Digital Media,Media,MEDIA
575,Sport & Story : Subscription : University of Maryland (Terps+),Sport & Story,Tech,TECH
271,Home Team Sports : RSN : NBC Sports Philadelphia,Home Team Sports,Sports Properties,PSP
579,Sport & Story : Newsletter : Bulldog Brew (Mississippi State),Sport & Story,Tech,TECH
259,Home Team Sports : RSN : AT&T SportsNet Southwest,Home Team Sports,Sports Properties,PSP
410,Playfly Sports Properties : High School : IDHSAA Sports Properties,Playfly Sports Properties,Sports Properties,PSP
420,Sport & Story : Podcast : The Kansas Jayhawker,Sport & Story,Tech,TECH
418,Sport & Story : Subscription : Oklahoma State (OSUMax),Sport & Story,Tech,TECH
281,Home Team Sports : RSN : YESN,Home Team Sports,Sports Properties,PSP
573,Digital Media : RSN,Digital Media,Media,MEDIA
509,Digital Media : RSN : Spectrum Reach SportsNet - Digital,Digital Media,Media,MEDIA
285,Home Team Sports : RSN : Bally Sports Arizona,Home Team Sports,Sports Properties,PSP
577,Sport & Story : Newsletter : Cock-a-doodle Brew (University of South Carolina),Sport & Story,Tech,TECH
257,Home Team Sports : RSN : AT&T SportsNet Pittsburgh,Home Team Sports,Sports Properties,PSP
507,Digital Media : RSN : Root Sports Northwest - Digital,Digital Media,Media,MEDIA
505,Digital Media : RSN : NBC Sports Washington - Digital,Digital Media,Media,MEDIA
511,Digital Media : RSN : YESN - Digital,Digital Media,Media,MEDIA
277,Home Team Sports : RSN : MSG,Home Team Sports,Sports Properties,PSP
503,Digital Media : RSN : NBC Sports Northwest - Digital,Digital Media,Media,MEDIA
289,Home Team Sports : RSN : Bally Sports North,Home Team Sports,Sports Properties,PSP
287,Home Team Sports : RSN : Bally Sports Florida,Home Team Sports,Sports Properties,PSP
768,Playfly Sports Properties : College : Penn State Sports Properties : Bryce Jordan Center,Playfly Sports Properties,Sports Properties,PSP
279,Home Team Sports : RSN : SNY,Home Team Sports,Sports Properties,PSP
772,Sport & Story : Newsletter : App State Brew (Appalachian State University),Sport & Story,Tech,TECH
275,Home Team Sports : Non-RSN : Big 10,Home Team Sports,Sports Properties,PSP
770,Playfly Sports Properties : High School : SHSAA Sports Properties,Playfly Sports Properties,Sports Properties,PSP
703,Sport & Story : Podcast : Auburn Weekly Podcast,Sport & Story,Tech,TECH
701,Sport & Story : Newsletter : Bodda Getta Brew (Auburn),Sport & Story,Tech,TECH
707,Playfly Global Partnerships : Sales : Playfly Access : Cleveland Guardians,Playfly Global Partnerships,Global Partnerships,PGP
266,Home Team Sports : RSN : NBC Sports Bay Area,Home Team Sports,Sports Properties,PSP
264,Digital Media : Non-RSN : Fanserv - Digital,Digital Media,Media,MEDIA
270,Home Team Sports : RSN : NBC Sports Northwest,Home Team Sports,Sports Properties,PSP
260,Home Team Sports : RSN : Root Sports Northwest,Home Team Sports,Sports Properties,PSP
413,Sport & Story : Newsletter,Sport & Story,Tech,TECH
409,Home Team Sports : RSN : Bally Sports Oklahoma City,Home Team Sports,Sports Properties,PSP
574,Digital Media : Non-RSN,Digital Media,Media,MEDIA
578,Sport & Story : Newsletter : Bayou Brew (LSU),Sport & Story,Tech,TECH
717,Playfly Global Partnerships : Sales : Playfly Access : Colorado Rockies,Playfly Global Partnerships,Global Partnerships,PGP
719,Sport & Story : Production : National Football Foundation,Sport & Story,Tech,TECH
687,Playfly Global Partnerships : Sales : Playfly Access : Detroit Red Wings,Playfly Global Partnerships,Global Partnerships,PGP
691,Playfly Global Partnerships : Consulting : Playfly Europe,Playfly Global Partnerships,Global Partnerships,PGP
713,Playfly Global Partnerships : Sales : Playfly Access : Chicago White Sox,Playfly Global Partnerships,Global Partnerships,PGP
723,Playfly Sports Properties : High School : Aktivate,Playfly Sports Properties,Sports Properties,PSP
681,Home Team Sports : RSN : Space City Home Network,Home Team Sports,Sports Properties,PSP
218,Home Team Sports : RSN,Home Team Sports,Sports Properties,PSP
232,Playfly Sports Properties : College : ODU Sports Properties,Playfly Sports Properties,Sports Properties,PSP
248,Playfly Sports Properties : High School : NIAA Sports Properties,Playfly Sports Properties,Sports Properties,PSP
697,Playfly Global Partnerships,Playfly Global Partnerships,Global Partnerships,PGP
685,Playfly Global Partnerships : Sales : Playfly Access : Pac 12,Playfly Global Partnerships,Global Partnerships,PGP
250,Playfly Sports Properties : High School : OSAA Sports Properties,Playfly Sports Properties,Sports Properties,PSP
244,Playfly Sports Properties : High School : AIA Sports Properties,Playfly Sports Properties,Sports Properties,PSP
238,Playfly Sports Properties : College : Villanova Sports Properties,Playfly Sports Properties,Sports Properties,PSP
216,Playfly Sports Properties : High School,Playfly Sports Properties,Sports Properties,PSP
234,Playfly Sports Properties : College : St. Bonaventure University,Playfly Sports Properties,Sports Properties,PSP
228,Playfly Sports Properties : College : Maryland Sports Properties,Playfly Sports Properties,Sports Properties,PSP
222,Playfly Global Partnerships : Sales : Playfly Esports : Consulting,Playfly Global Partnerships,Global Partnerships,PGP
