METRIC_L1,METRIC_L2,METRIC_L3,METRIC_L4,METRIC_L5,METRIC_L6,ACCOUNT_ID,DEPARTMENT_ID,PROJECT_ID,LOCATION_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,LOCATION_ID_NUM,LOCATION_NAME,PROJECT_ID_NUM,PROJECT_NAME,DEPARTMENT_ID_NUM,DEPARTMENT_NAME
Assets,Current Assets,Accounts Receivable,,,,1,,,116,12000,Accounts Receivable - Trade,M001660,Harbor Lights Marina,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,175,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000170,OMD - SAMC,,
Assets,Current Assets,Accounts Receivable,,,,1,,45,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000045,City of Troy Downtown Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,95,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000095,Doynes Marine,,
Assets,Current Assets,Accounts Receivable,,,,1,,51,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000051,CMP Shelter Cove Yacht Basin Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,60,,98,12000,Accounts Receivable - Trade,M001510,Skipjack Cove,,,3260,Marina Winter
Assets,Current Assets,Accounts Receivable,,,,1,,63,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000063,PM-Lighthouse Point Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,94,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000094,Four Fish Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,49,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000049,Prime Marina East Greenwich,,
Assets,Current Assets,Accounts Receivable,,,,1,,17,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000017,Wharf Market Docks,,
Assets,Current Assets,Accounts Receivable,,,,1,,12,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000012,Harbor East Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,39,,59,12000,Accounts Receivable - Trade,M001320,City of Troy,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,39,,116,12000,Accounts Receivable - Trade,M001660,Harbor Lights Marina,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,122,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000117,Eddy Creek Lodging,,
Assets,Current Assets,Accounts Receivable,,,,1,,170,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000165,Dania Beach Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,82,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000082,Norview Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,43,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000043,Marriott Hutchinson,,
Assets,Current Assets,Accounts Receivable,,,,1,,168,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000163,Cape Haze Marina Service,,
Assets,Current Assets,Accounts Receivable,,,,1,,,64,12000,Accounts Receivable - Trade,M001370,CMP-McDaniel Yacht Basin,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,36,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000036,Big Water Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,39,72,43,12000,Accounts Receivable - Trade,M001160,Oasis Marinas @ Port Lorain,PRJ000072,Oasis Marinas at North Coast Harbor,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,123,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000118,Eddy Creek Amusement & Boat Club,,
Assets,Current Assets,Accounts Receivable,,,,1,39,161,127,12000,Accounts Receivable - Trade,M001720,Sunset Bay Marina & Anchorage,PRJ000156,Sunset Bay Marina & Anchorage,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,106,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000103,OMD - Juniper Ridge Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,163,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000158,KF Grande Dunes Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,1,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000001,"OMD - Atlantic Recreation Group, LLC",,
Assets,Current Assets,Accounts Receivable,,,,1,,78,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000078,Great Oak Landing,,
Assets,Current Assets,Accounts Receivable,,,,1,,,27,12000,Accounts Receivable - Trade,M001000,Harbor East Marina,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,4,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000004,"OMD - Marina Development Partners, LLC",,
Assets,Current Assets,Accounts Receivable,,,,1,39,,66,12000,Accounts Receivable - Trade,M001390,CMP-Norview,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,56,,98,12000,Accounts Receivable - Trade,M001510,Skipjack Cove,,,3220,Marina Seasonal
Assets,Current Assets,Accounts Receivable,,,,1,34,,98,12000,Accounts Receivable - Trade,M001510,Skipjack Cove,,,3400,Service
Assets,Current Assets,Accounts Receivable,,,,1,,19,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000019,National Harbor Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,111,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000106,The Perry Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,128,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000123,Skipjack Cove Restaurant - Signals Grille,,
Assets,Current Assets,Accounts Receivable,,,,1,,127,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000122,Skipjack Cove Service,,
Assets,Current Assets,Accounts Receivable,,,,1,,35,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000035,Clinton Street,,
Assets,Current Assets,Accounts Receivable,,,,1,,50,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000050,CMP McDaniel,,
Assets,Current Assets,Accounts Receivable,,,,1,39,70,43,12000,Accounts Receivable - Trade,M001160,Oasis Marinas @ Port Lorain,PRJ000070,Oasis Marinas at Port Lorain,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,59,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000059,Rod N Reel Inc,,
Assets,Current Assets,Accounts Receivable,,,,1,,139,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000134,CPP Coles Point Lodging,,
Assets,Current Assets,Accounts Receivable,,,,1,,114,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000109,Plattsburgh Boat Basin Service,,
Assets,Current Assets,Accounts Receivable,,,,1,,96,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000096,Four Fish Cottages,,
Assets,Current Assets,Accounts Receivable,,,,1,,55,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000055,Mystic Point Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,53,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000053,Seaboard Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,14,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000014,Baltimore Yacht Basin,,
Assets,Current Assets,Accounts Receivable,,,,1,,60,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000060,Northwest Creek Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,30,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000030,Battery Park Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,143,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000138,OMD - Summerdance Marina Phase 1 West Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,2,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000002,"OMD - Big Water Marina, LLC",,
Assets,Current Assets,Accounts Receivable,,,,1,,,66,12000,Accounts Receivable - Trade,M001390,CMP-Norview,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,68,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000068,Annapolis Town Dock,,
Assets,Current Assets,Accounts Receivable,,,,1,,77,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000077,Tappan Zee,,
Assets,Current Assets,Accounts Receivable,,,,1,,162,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000157,Sunset Bay Marina Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,,39,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000039,Maryland Yacht Club,,
Assets,Current Assets,Accounts Receivable,,,,1,,154,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000149,YMCU - Ft. George Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,104,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000101,OMD - Eddy Creek,,
Assets,Current Assets,Accounts Receivable,,,,1,,40,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000040,Marina First,,
Assets,Current Assets,Accounts Receivable,,,,1,,89,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000089,"OMD - Skipjack Cove Partners, LLC",,
Assets,Current Assets,Accounts Receivable,,,,1,,41,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000041,All Seasons Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,51,,116,12000,Accounts Receivable - Trade,M001660,Harbor Lights Marina,,,4200,Pool
Assets,Current Assets,Accounts Receivable,,,,1,,74,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000074,Gunpowder Cove Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,,80,12000,Accounts Receivable - Trade,C1002,"Oasis Group Holdings, Inc.",,,,
Assets,Current Assets,Accounts Receivable,,,,1,,,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",,,,
Assets,Current Assets,Accounts Receivable,,,,1,58,,98,12000,Accounts Receivable - Trade,M001510,Skipjack Cove,,,3240,Marina Transient
Assets,Current Assets,Accounts Receivable,,,,1,55,,98,12000,Accounts Receivable - Trade,M001510,Skipjack Cove,,,3210,Marina Annual
Assets,Current Assets,Accounts Receivable,,,,1,,149,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000144,Clearwater Beach Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,39,,27,12000,Accounts Receivable - Trade,M001000,Harbor East Marina,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,39,,64,12000,Accounts Receivable - Trade,M001370,CMP-McDaniel Yacht Basin,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,39,,34,12000,Accounts Receivable - Trade,M001070,The Wharf Ship Store,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,28,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000028,Port Covington Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,141,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000136,CMP Shelter Cove Yacht Basin Service,,
Assets,Current Assets,Accounts Receivable,,,,1,,129,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000124,Living Classroom Marina - Baltimore,,
Assets,Current Assets,Accounts Receivable,,,,1,,155,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000150,Williams Island Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,46,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000046,Grande Dunes Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,161,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000156,Sunset Bay Marina & Anchorage,,
Assets,Current Assets,Accounts Receivable,,,,1,,,132,12000,Accounts Receivable - Trade,M001770,Cape Haze Marina,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,126,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000121,Skipjack Cove Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,,54,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000054,Old Harbor Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,187,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000181,Shady Harbor Marina Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,,,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",,,,
Assets,Current Assets,Accounts Receivable,,,,1,39,87,98,12000,Accounts Receivable - Trade,M001510,Skipjack Cove,PRJ000087,Skipjack Cove Marina,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,148,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000143,St. Augustine Marine Center Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,,105,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000102,OMD - Four Fish Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,83,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000083,Rockhold Creek Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,,53,12000,Accounts Receivable - Trade,M001260,Gunpowder Cove Marina,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,,77,12000,Accounts Receivable - Trade,M001500,PM - Lighthouse Point Marina,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,87,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000087,Skipjack Cove Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,93,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000093,Kalyumet Campground,,
Assets,Current Assets,Accounts Receivable,,,,1,,135,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000130,Harbor Lights Banquet Events,,
Assets,Current Assets,Accounts Receivable,,,,1,,29,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000029,The Crescent Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,146,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000141,St. Augustine Marine Center,,
Assets,Current Assets,Accounts Receivable,,,,1,,92,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000092,Cape Charles Yacht Center,,
Assets,Current Assets,Accounts Receivable,,,,1,,147,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000142,St. Augustine Marine Center Service,,
Assets,Current Assets,Accounts Receivable,,,,1,39,,53,12000,Accounts Receivable - Trade,M001260,Gunpowder Cove Marina,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,34,,97,12000,Accounts Receivable - Trade,M001450,Coles Point,,,3400,Service
Assets,Current Assets,Accounts Receivable,,,,1,,37,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000037,Ft. George Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,39,,77,12000,Accounts Receivable - Trade,M001500,PM - Lighthouse Point Marina,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,124,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000119,The Perry Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,,121,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000116,Eddy Creek Restaurant,,
Assets,Current Assets,Accounts Receivable,,,,1,,107,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000104,Eddy Creek Marina Resort,,
Assets,Current Assets,Accounts Receivable,,,,1,,132,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000127,Harbor Lights Amusement & Boat Club,,
Assets,Current Assets,Accounts Receivable,,,,1,,62,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000062,Gingerville Yachting Center,,
Assets,Current Assets,Accounts Receivable,,,,1,,25,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000025,Thamesport Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,44,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000044,Marriott Clearwater Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,42,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000042,The Marina at Nautilus Point,,
Assets,Current Assets,Accounts Receivable,,,,1,39,,28,12000,Accounts Receivable - Trade,M001010,The Yards Marina,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,34,,143,12000,Accounts Receivable - Trade,C1011,"Oasis - DMS, LLC",,,3400,Service
Assets,Current Assets,Accounts Receivable,,,,1,,153,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000148,GML-Grande Dunes Restaurant,,
Assets,Current Assets,Accounts Receivable,,,,1,,189,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000183,JMK5 Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,20,,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",,,2100,Operations Executive
Assets,Current Assets,Accounts Receivable,,,,1,18,92,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000092,Cape Charles Yacht Center,1700,Sales
Assets,Current Assets,Accounts Receivable,,,,1,,138,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000133,CPP Coles Point Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,,3,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000003,"OMD - Integra Real Estate, LLC",,
Assets,Current Assets,Accounts Receivable,,,,1,,65,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000065,McDaniel Yacht Basin,,
Assets,Current Assets,Accounts Receivable,,,,1,13,179,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000174,OMD - Taylor Creek Marina,1200,G&A
Assets,Current Assets,Accounts Receivable,,,,1,18,,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",,,1700,Sales
Assets,Current Assets,Accounts Receivable,,,,1,,118,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000113,OMD - New Bern Village Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,31,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000031,"Westshore Marina Ventures, LLC",,
Assets,Current Assets,Accounts Receivable,,,,1,,52,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000052,CMP Norview,,
Assets,Current Assets,Accounts Receivable,,,,1,,34,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000034,Fernandina Harbor Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,134,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000129,Harbor Lights Pool,,
Assets,Current Assets,Accounts Receivable,,,,1,,84,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000084,Anchor Cafe,,
Assets,Current Assets,Accounts Receivable,,,,1,,16,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000016,Coles Point Marina Resort,,
Assets,Current Assets,Accounts Receivable,,,,1,,113,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000108,Plattsburgh Boat Basin,,
Assets,Current Assets,Accounts Receivable,,,,1,,26,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000026,Goose Bay Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,181,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000176,Serendipity Resort Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,,182,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000177,Serendipity Resort Restaurant,,
Assets,Current Assets,Accounts Receivable,,,,1,,120,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000115,Eddy Creek Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,,131,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000126,Harbor Lights Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,13,,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",,,1200,G&A
Assets,Current Assets,Accounts Receivable,,,,1,13,143,82,12000,Accounts Receivable - Trade,C1004,"Oasis Marina Development, LLC",PRJ000138,OMD - Summerdance Marina Phase 1 West Marina,1200,G&A
Assets,Current Assets,Accounts Receivable,,,,1,13,,84,12000,Accounts Receivable - Trade,C1006,"MMG, LLC",,,1200,G&A
Assets,Current Assets,Accounts Receivable,,,,1,39,,127,12000,Accounts Receivable - Trade,M001720,Sunset Bay Marina & Anchorage,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,22,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000022,Inner Harbor Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,86,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000086,Port Conneaut Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,130,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000125,Harbor Lights Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,18,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000018,Wharf Gangplank Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,13,,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",,,1200,G&A
Assets,Current Assets,Accounts Receivable,,,,1,,180,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000175,Serendipity Resort & Campground,,
Assets,Current Assets,Accounts Receivable,,,,1,33,,34,12000,Accounts Receivable - Trade,M001070,The Wharf Ship Store,,,3300,Retail/Store
Assets,Current Assets,Accounts Receivable,,,,1,39,,65,12000,Accounts Receivable - Trade,M001380,CMP-Shelter Cove Yacht Basin,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,103,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000100,Spicers Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,151,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000146,GML-Grande Dunes Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,102,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000099,Noank Shipyard,,
Assets,Current Assets,Accounts Receivable,,,,1,39,,117,12000,Accounts Receivable - Trade,M001670,St. Augustine Marine Center,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,,144,12000,Accounts Receivable - Trade,C1012,AMH Intercompany Eliminations,,,,
Assets,Current Assets,Accounts Receivable,,,,1,39,,132,12000,Accounts Receivable - Trade,M001770,Cape Haze Marina,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,38,,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",,,8000,Miscellaneous/Non-Operating
Assets,Current Assets,Accounts Receivable,,,,1,,81,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000081,Shelter Cove Yacht Basin,,
Assets,Current Assets,Accounts Receivable,,,,1,,190,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000184,JMK5 Marina Retail Store,,
Assets,Current Assets,Accounts Receivable,,,,1,,,65,12000,Accounts Receivable - Trade,M001380,CMP-Shelter Cove Yacht Basin,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,38,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000038,Port Clinton Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,,143,12000,Accounts Receivable - Trade,C1011,"Oasis - DMS, LLC",,,,
Assets,Current Assets,Accounts Receivable,,,,1,,,127,12000,Accounts Receivable - Trade,M001720,Sunset Bay Marina & Anchorage,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,,43,12000,Accounts Receivable - Trade,M001160,Oasis Marinas @ Port Lorain,,,,
Assets,Current Assets,Accounts Receivable,,,,1,,159,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000154,The Perry Restaurant,,
Assets,Current Assets,Accounts Receivable,,,,1,,27,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000027,Lighthouse Pool,,
Assets,Current Assets,Accounts Receivable,,,,1,,112,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000107,Gaylord National Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,33,,98,12000,Accounts Receivable - Trade,M001510,Skipjack Cove,,,3300,Retail/Store
Assets,Current Assets,Accounts Receivable,,,,1,57,,98,12000,Accounts Receivable - Trade,M001510,Skipjack Cove,,,3230,Marina Monthly
Assets,Current Assets,Accounts Receivable,,,,1,,136,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000131,PM-Lighthouse Point Restaurant,,
Assets,Current Assets,Accounts Receivable,,,,1,,167,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000162,Cape Haze Marina,,
Assets,Current Assets,Accounts Receivable,,,,1,,177,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000172,Monument Marine Group,,
Assets,Current Assets,Accounts Receivable,,,,1,,32,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000032,Harris Bay Yacht Club,,
Assets,Current Assets,Accounts Receivable,,,,1,,24,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000024,Lighthouse Point Marina Parking,,
Assets,Current Assets,Accounts Receivable,,,,1,39,,43,12000,Accounts Receivable - Trade,M001160,Oasis Marinas @ Port Lorain,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,33,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000033,Hyatt Chesapeake,,
Assets,Current Assets,Accounts Receivable,,,,1,39,,38,12000,Accounts Receivable - Trade,M001110,Inner Harbor West Marina,,,3200,Marina
Assets,Current Assets,Accounts Receivable,,,,1,,133,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000128,Harbor Lights Restaurant,,
Assets,Current Assets,Accounts Receivable,,,,1,,137,81,12000,Accounts Receivable - Trade,C1003,"Oasis Marina, LLC",PRJ000132,CPP Coles Point Service,,
Assets,Current Assets,Accounts Receivable,,,,1,,,97,12000,Accounts Receivable - Trade,M001450,Coles Point,,,,
