Primary_city,State_Code,Time_Zone,Latitude,Longitude,State_Name
Holtsville,NY,America/New_York,40.81,-73.04,New York
Adjuntas,PR,America/Puerto_Rico,18.16,-66.72,Puerto Rico
Aguada,PR,America/Puerto_Rico,18.38,-67.18,Puerto Rico
Aguadilla,PR,America/Puerto_Rico,18.43,-67.15,Puerto Rico
Maricao,PR,America/Puerto_Rico,18.18,-66.98,Puerto Rico
Anasco,PR,America/Puerto_Rico,18.28,-67.14,Puerto Rico
Angeles,PR,America/Puerto_Rico,18.28,-66.79,Puerto Rico
Arecibo,PR,America/Puerto_Rico,18.45,-66.73,Puerto Rico
Bajadero,PR,America/Puerto_Rico,18.42,-66.67,Puerto Rico
Barceloneta,PR,America/Puerto_Rico,18.45,-66.56,Puerto Rico
Boqueron,PR,America/Puerto_Rico,17.99,-67.15,Puerto Rico
Cabo Rojo,PR,America/Puerto_Rico,18.08,-67.14,Puerto Rico
Penuelas,PR,America/Puerto_Rico,18.06,-66.72,Puerto Rico
Camuy,PR,America/Puerto_Rico,18.48,-66.84,Puerto Rico
Castaner,PR,America/Puerto_Rico,18.19,-66.82,Puerto Rico
Rosario,PR,America/Puerto_Rico,18.15,-67.06,Puerto Rico
Sabana Grande,PR,America/Puerto_Rico,18.08,-66.96,Puerto Rico
Ciales,PR,America/Puerto_Rico,18.33,-66.47,Puerto Rico
Utuado,PR,America/Puerto_Rico,18.27,-66.7,Puerto Rico
Dorado,PR,America/Puerto_Rico,18.47,-66.27,Puerto Rico
Ensenada,PR,America/Puerto_Rico,17.96,-66.94,Puerto Rico
Florida,PR,America/Puerto_Rico,18.36,-66.56,Puerto Rico
Garrochales,PR,America/Puerto_Rico,18.45,-66.6,Puerto Rico
Guanica,PR,America/Puerto_Rico,17.99,-66.89,Puerto Rico
Guayanilla,PR,America/Puerto_Rico,18.02,-66.79,Puerto Rico
Hatillo,PR,America/Puerto_Rico,18.48,-66.82,Puerto Rico
Hormigueros,PR,America/Puerto_Rico,18.14,-67.12,Puerto Rico
Isabela,PR,America/Puerto_Rico,18.5,-67.02,Puerto Rico
Jayuya,PR,America/Puerto_Rico,18.22,-66.59,Puerto Rico
Lajas,PR,America/Puerto_Rico,18.04,-67.06,Puerto Rico
Lares,PR,America/Puerto_Rico,18.29,-66.88,Puerto Rico
Las Marias,PR,America/Puerto_Rico,18.27,-67.06,Puerto Rico
Manati,PR,America/Puerto_Rico,18.43,-66.48,Puerto Rico
Moca,PR,America/Puerto_Rico,18.39,-67.11,Puerto Rico
Rincon,PR,America/Puerto_Rico,18.34,-67.25,Puerto Rico
Quebradillas,PR,America/Puerto_Rico,18.47,-66.93,Puerto Rico
Mayaguez,PR,America/Puerto_Rico,18.2,-67.14,Puerto Rico
Mayaguez,PR,America/Puerto_Rico,18.22,-67.16,Puerto Rico
San German,PR,America/Puerto_Rico,18.08,-67.04,Puerto Rico
San Sebastian,PR,America/Puerto_Rico,18.33,-66.99,Puerto Rico
Morovis,PR,America/Puerto_Rico,18.32,-66.4,Puerto Rico
Sabana Hoyos,PR,America/Puerto_Rico,18.38,-66.62,Puerto Rico
San Antonio,PR,America/Puerto_Rico,18.49,-67.09,Puerto Rico
Vega Alta,PR,America/Puerto_Rico,18.41,-66.32,Puerto Rico
Vega Baja,PR,America/Puerto_Rico,18.44,-66.39,Puerto Rico
Vega Baja,PR,America/Puerto_Rico,18.48,-66.39,Puerto Rico
Yauco,PR,America/Puerto_Rico,18.03,-66.86,Puerto Rico
Aguas Buenas,PR,America/Puerto_Rico,18.25,-66.1,Puerto Rico
Aguirre,PR,America/Puerto_Rico,17.96,-66.22,Puerto Rico
Aibonito,PR,America/Puerto_Rico,18.14,-66.26,Puerto Rico
Maunabo,PR,America/Puerto_Rico,18,-65.9,Puerto Rico
Arroyo,PR,America/Puerto_Rico,17.97,-66.06,Puerto Rico
Mercedita,PR,America/Puerto_Rico,18.01,-66.56,Puerto Rico
Ponce,PR,America/Puerto_Rico,17.98,-66.6,Puerto Rico
Ponce,PR,America/Puerto_Rico,18,-66.61,Puerto Rico
Naguabo,PR,America/Puerto_Rico,18.21,-65.73,Puerto Rico
Naranjito,PR,America/Puerto_Rico,18.3,-66.24,Puerto Rico
Orocovis,PR,America/Puerto_Rico,18.22,-66.39,Puerto Rico
Palmer,PR,America/Puerto_Rico,18.37,-65.77,Puerto Rico
Patillas,PR,America/Puerto_Rico,18,-66.01,Puerto Rico
Caguas,PR,America/Puerto_Rico,18.23,-66.03,Puerto Rico
Caguas,PR,America/Puerto_Rico,18.22,-66.07,Puerto Rico
Ponce,PR,America/Puerto_Rico,17.99,-66.66,Puerto Rico
Canovanas,PR,America/Puerto_Rico,18.37,-65.9,Puerto Rico
Ponce,PR,America/Puerto_Rico,18.03,-66.62,Puerto Rico
Ponce,PR,America/Puerto_Rico,18.11,-66.63,Puerto Rico
Ceiba,PR,America/Puerto_Rico,18.25,-65.68,Puerto Rico
Cayey,PR,America/Puerto_Rico,18.11,-66.16,Puerto Rico
Fajardo,PR,America/Puerto_Rico,18.33,-65.65,Puerto Rico
Cidra,PR,America/Puerto_Rico,18.17,-66.15,Puerto Rico
Puerto Real,PR,America/Puerto_Rico,18.33,-65.63,Puerto Rico
Punta Santiago,PR,America/Puerto_Rico,18.16,-65.75,Puerto Rico
Roosevelt Roads,PR,America/Puerto_Rico,18.27,-65.65,Puerto Rico
Rio Blanco,PR,America/Puerto_Rico,18.22,-65.79,Puerto Rico
Rio Grande,PR,America/Puerto_Rico,18.38,-65.83,Puerto Rico
Salinas,PR,America/Puerto_Rico,17.97,-66.29,Puerto Rico
San Lorenzo,PR,America/Puerto_Rico,18.19,-65.96,Puerto Rico
Santa Isabel,PR,America/Puerto_Rico,17.97,-66.4,Puerto Rico
Vieques,PR,America/Puerto_Rico,18.13,-65.44,Puerto Rico
Villalba,PR,America/Puerto_Rico,18.13,-66.48,Puerto Rico
Yabucoa,PR,America/Puerto_Rico,18.04,-65.87,Puerto Rico
Coamo,PR,America/Puerto_Rico,18.08,-66.36,Puerto Rico
Las Piedras,PR,America/Puerto_Rico,18.18,-65.86,Puerto Rico
Loiza,PR,America/Puerto_Rico,18.43,-65.88,Puerto Rico
Luquillo,PR,America/Puerto_Rico,18.37,-65.71,Puerto Rico
Culebra,PR,America/Puerto_Rico,18.33,-65.3,Puerto Rico
Juncos,PR,America/Puerto_Rico,18.22,-65.91,Puerto Rico
Gurabo,PR,America/Puerto_Rico,18.25,-65.97,Puerto Rico
Coto Laurel,PR,America/Puerto_Rico,18.09,-66.57,Puerto Rico
Comerio,PR,America/Puerto_Rico,18.22,-66.22,Puerto Rico
Corozal,PR,America/Puerto_Rico,18.34,-66.31,Puerto Rico
Guayama,PR,America/Puerto_Rico,17.97,-66.11,Puerto Rico
La Plata,PR,America/Puerto_Rico,18.16,-66.23,Puerto Rico
Humacao,PR,America/Puerto_Rico,18.15,-65.81,Puerto Rico
Barranquitas,PR,America/Puerto_Rico,18.18,-66.3,Puerto Rico
Juana Diaz,PR,America/Puerto_Rico,18.05,-66.5,Puerto Rico
St Thomas,VI,America/St_Thomas,18.35,-64.93,Virgin Islands
St Thomas,VI,America/St_Thomas,18.34,-64.93,Virgin Islands
Christiansted,VI,America/St_Thomas,17.74,-64.7,Virgin Islands
St John,VI,America/St_Thomas,18.33,-64.79,Virgin Islands
Frederiksted,VI,America/St_Thomas,17.71,-64.88,Virgin Islands
Kingshill,VI,America/St_Thomas,17.76,-64.82,Virgin Islands
Kingshill,VI,America/St_Thomas,17.73,-64.8,Virgin Islands
San Juan,PR,America/Puerto_Rico,18.47,-66.1,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.4,-66.06,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.46,-66.09,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.45,-66.08,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.44,-66.07,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.45,-66.06,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.45,-66.04,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.44,-66.05,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.42,-66.05,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.42,-66.07,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.41,-66.09,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.39,-66.09,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.41,-66.04,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.4,-66.01,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.4,-66.05,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.35,-66.05,Puerto Rico
Fort Buchanan,PR,America/Puerto_Rico,18.41,-66.12,Puerto Rico
San Juan,PR,America/Puerto_Rico,18.4,-66.07,Puerto Rico
Toa Baja,PR,America/Puerto_Rico,18.44,-66.25,Puerto Rico
Toa Baja,PR,America/Puerto_Rico,18.46,-66.23,Puerto Rico
Toa Baja,PR,America/Puerto_Rico,18.43,-66.25,Puerto Rico
Sabana Seca,PR,America/Puerto_Rico,18.42,-66.19,Puerto Rico
Toa Alta,PR,America/Puerto_Rico,18.39,-66.25,Puerto Rico
Bayamon,PR,America/Puerto_Rico,18.32,-66.17,Puerto Rico
Bayamon,PR,America/Puerto_Rico,18.37,-66.19,Puerto Rico
Bayamon,PR,America/Puerto_Rico,18.28,-66.13,Puerto Rico
Bayamon,PR,America/Puerto_Rico,18.39,-66.15,Puerto Rico
Bayamon,PR,America/Puerto_Rico,18.42,-66.15,Puerto Rico
Bayamon,PR,America/Puerto_Rico,18.41,-66.17,Puerto Rico
Catano,PR,America/Puerto_Rico,18.44,-66.15,Puerto Rico
Catano,PR,America/Puerto_Rico,18.43,-66.11,Puerto Rico
Guaynabo,PR,America/Puerto_Rico,18.43,-66.11,Puerto Rico
Guaynabo,PR,America/Puerto_Rico,18.4,-66.12,Puerto Rico
Guaynabo,PR,America/Puerto_Rico,18.41,-66.1,Puerto Rico
Guaynabo,PR,America/Puerto_Rico,18.38,-66.11,Puerto Rico
Guaynabo,PR,America/Puerto_Rico,18.32,-66.12,Puerto Rico
Trujillo Alto,PR,America/Puerto_Rico,18.36,-66.01,Puerto Rico
Saint Just,PR,America/Puerto_Rico,18.37,-66.01,Puerto Rico
Carolina,PR,America/Puerto_Rico,18.44,-66.03,Puerto Rico
Carolina,PR,America/Puerto_Rico,18.4,-65.98,Puerto Rico
Carolina,PR,America/Puerto_Rico,18.41,-65.99,Puerto Rico
Carolina,PR,America/Puerto_Rico,18.41,-65.95,Puerto Rico
Carolina,PR,America/Puerto_Rico,18.34,-65.94,Puerto Rico
Agawam,MA,America/New_York,42.06,-72.61,Massachusetts
Amherst,MA,America/New_York,42.37,-72.52,Massachusetts
Amherst,MA,America/New_York,42.39,-72.52,Massachusetts
Barre,MA,America/New_York,42.42,-72.1,Massachusetts
Belchertown,MA,America/New_York,42.27,-72.4,Massachusetts
Blandford,MA,America/New_York,42.18,-72.93,Massachusetts
Bondsville,MA,America/New_York,42.2,-72.34,Massachusetts
Brimfield,MA,America/New_York,42.11,-72.2,Massachusetts
Chester,MA,America/New_York,42.28,-72.98,Massachusetts
Chesterfield,MA,America/New_York,42.4,-72.85,Massachusetts
Chicopee,MA,America/New_York,42.15,-72.6,Massachusetts
Chicopee,MA,America/New_York,42.17,-72.57,Massachusetts
Chicopee,MA,America/New_York,42.2,-72.54,Massachusetts
Cummington,MA,America/New_York,42.46,-72.9,Massachusetts
Easthampton,MA,America/New_York,42.26,-72.68,Massachusetts
East Longmeadow,MA,America/New_York,42.06,-72.51,Massachusetts
East Otis,MA,America/New_York,42.17,-73.03,Massachusetts
Feeding Hills,MA,America/New_York,42.06,-72.67,Massachusetts
Gilbertville,MA,America/New_York,42.33,-72.2,Massachusetts
Goshen,MA,America/New_York,42.46,-72.81,Massachusetts
Granby,MA,America/New_York,42.26,-72.52,Massachusetts
Granville,MA,America/New_York,42.06,-72.86,Massachusetts
Hadley,MA,America/New_York,42.35,-72.58,Massachusetts
Hampden,MA,America/New_York,42.06,-72.41,Massachusetts
Hardwick,MA,America/New_York,42.35,-72.2,Massachusetts
Hatfield,MA,America/New_York,42.37,-72.6,Massachusetts
Haydenville,MA,America/New_York,42.39,-72.7,Massachusetts
Holyoke,MA,America/New_York,42.21,-72.64,Massachusetts
Huntington,MA,America/New_York,42.23,-72.88,Massachusetts
Leeds,MA,America/New_York,42.35,-72.71,Massachusetts
Leverett,MA,America/New_York,42.45,-72.5,Massachusetts
Ludlow,MA,America/New_York,42.16,-72.48,Massachusetts
Monson,MA,America/New_York,42.09,-72.31,Massachusetts
North Amherst,MA,America/New_York,42.4,-72.52,Massachusetts
Northampton,MA,America/New_York,42.32,-72.63,Massachusetts
Northampton,MA,America/New_York,42.32,-72.67,Massachusetts
Florence,MA,America/New_York,42.32,-72.67,Massachusetts
Northampton,MA,America/New_York,42.32,-72.64,Massachusetts
North Hatfield,MA,America/New_York,42.41,-72.66,Massachusetts
Oakham,MA,America/New_York,42.35,-72.05,Massachusetts
Palmer,MA,America/New_York,42.16,-72.32,Massachusetts
Plainfield,MA,America/New_York,42.51,-72.91,Massachusetts
Russell,MA,America/New_York,42.18,-72.85,Massachusetts
Shutesbury,MA,America/New_York,42.45,-72.4,Massachusetts
Southampton,MA,America/New_York,42.23,-72.73,Massachusetts
South Barre,MA,America/New_York,42.39,-72.09,Massachusetts
South Hadley,MA,America/New_York,42.26,-72.56,Massachusetts
Southwick,MA,America/New_York,42.05,-72.76,Massachusetts
Thorndike,MA,America/New_York,42.2,-72.33,Massachusetts
Three Rivers,MA,America/New_York,42.18,-72.37,Massachusetts
Wales,MA,America/New_York,42.06,-72.21,Massachusetts
Ware,MA,America/New_York,42.25,-72.24,Massachusetts
Warren,MA,America/New_York,42.21,-72.19,Massachusetts
West Chesterfield,MA,America/New_York,42.39,-72.88,Massachusetts
Westfield,MA,America/New_York,42.13,-72.75,Massachusetts
Westfield,MA,America/New_York,42.13,-72.79,Massachusetts
West Hatfield,MA,America/New_York,42.39,-72.64,Massachusetts
West Springfield,MA,America/New_York,42.12,-72.65,Massachusetts
West Warren,MA,America/New_York,42.19,-72.24,Massachusetts
Whately,MA,America/New_York,42.44,-72.65,Massachusetts
Wheelwright,MA,America/New_York,42.35,-72.14,Massachusetts
Wilbraham,MA,America/New_York,42.13,-72.43,Massachusetts
Williamsburg,MA,America/New_York,42.4,-72.76,Massachusetts
Woronoco,MA,America/New_York,42.18,-72.83,Massachusetts
Worthington,MA,America/New_York,42.41,-72.93,Massachusetts
Springfield,MA,America/New_York,42.11,-72.53,Massachusetts
Springfield,MA,America/New_York,42.1,-72.59,Massachusetts
Springfield,MA,America/New_York,42.13,-72.57,Massachusetts
Springfield,MA,America/New_York,42.1,-72.58,Massachusetts
Longmeadow,MA,America/New_York,42.04,-72.57,Massachusetts
Springfield,MA,America/New_York,42.12,-72.61,Massachusetts
Springfield,MA,America/New_York,42.08,-72.56,Massachusetts
Springfield,MA,America/New_York,42.09,-72.53,Massachusetts
Springfield,MA,America/New_York,42.12,-72.51,Massachusetts
Springfield,MA,America/New_York,42.09,-72.49,Massachusetts
Springfield,MA,America/New_York,42.12,-72.49,Massachusetts
Indian Orchard,MA,America/New_York,42.15,-72.51,Massachusetts
Springfield,MA,America/New_York,42.12,-72.6,Massachusetts
Pittsfield,MA,America/New_York,42.45,-73.26,Massachusetts
Adams,MA,America/New_York,42.62,-73.11,Massachusetts
Ashley Falls,MA,America/New_York,42.05,-73.33,Massachusetts
Becket,MA,America/New_York,42.33,-73.07,Massachusetts
Berkshire,MA,America/New_York,42.51,-73.2,Massachusetts
Cheshire,MA,America/New_York,42.55,-73.15,Massachusetts
Dalton,MA,America/New_York,42.47,-73.16,Massachusetts
Glendale,MA,America/New_York,42.28,-73.34,Massachusetts
Great Barrington,MA,America/New_York,42.19,-73.35,Massachusetts
Hinsdale,MA,America/New_York,42.42,-73.07,Massachusetts
Housatonic,MA,America/New_York,42.27,-73.38,Massachusetts
Lanesboro,MA,America/New_York,42.51,-73.22,Massachusetts
Lee,MA,America/New_York,42.3,-73.25,Massachusetts
Lenox,MA,America/New_York,42.35,-73.28,Massachusetts
Lenox Dale,MA,America/New_York,42.33,-73.25,Massachusetts
Middlefield,MA,America/New_York,42.35,-73.01,Massachusetts
Mill River,MA,America/New_York,42.12,-73.26,Massachusetts
Monterey,MA,America/New_York,42.18,-73.21,Massachusetts
North Adams,MA,America/New_York,42.68,-73.11,Massachusetts
North Egremont,MA,America/New_York,42.17,-73.44,Massachusetts
Otis,MA,America/New_York,42.21,-73.11,Massachusetts
Richmond,MA,America/New_York,42.37,-73.36,Massachusetts
Sandisfield,MA,America/New_York,42.11,-73.13,Massachusetts
Savoy,MA,America/New_York,42.56,-73.02,Massachusetts
Sheffield,MA,America/New_York,42.1,-73.34,Massachusetts
South Egremont,MA,America/New_York,42.11,-73.46,Massachusetts
Southfield,MA,America/New_York,42.07,-73.23,Massachusetts
South Lee,MA,America/New_York,42.3,-73.34,Massachusetts
Stockbridge,MA,America/New_York,42.3,-73.32,Massachusetts
Tyringham,MA,America/New_York,42.24,-73.19,Massachusetts
West Stockbridge,MA,America/New_York,42.31,-73.39,Massachusetts
Williamstown,MA,America/New_York,42.7,-73.2,Massachusetts
Windsor,MA,America/New_York,42.51,-73.04,Massachusetts
Greenfield,MA,America/New_York,42.58,-72.59,Massachusetts
Ashfield,MA,America/New_York,42.53,-72.78,Massachusetts
Athol,MA,America/New_York,42.59,-72.23,Massachusetts
Bernardston,MA,America/New_York,42.66,-72.55,Massachusetts
Buckland,MA,America/New_York,42.57,-72.82,Massachusetts
Charlemont,MA,America/New_York,42.63,-72.88,Massachusetts
Colrain,MA,America/New_York,42.66,-72.68,Massachusetts
Conway,MA,America/New_York,42.51,-72.68,Massachusetts
Deerfield,MA,America/New_York,42.55,-72.6,Massachusetts
Drury,MA,America/New_York,42.66,-72.98,Massachusetts
Erving,MA,America/New_York,42.6,-72.4,Massachusetts
Heath,MA,America/New_York,42.66,-72.83,Massachusetts
Lake Pleasant,MA,America/New_York,42.56,-72.52,Massachusetts
Millers Falls,MA,America/New_York,42.56,-72.48,Massachusetts
Monroe Bridge,MA,America/New_York,42.72,-72.98,Massachusetts
Montague,MA,America/New_York,42.53,-72.53,Massachusetts
Gill,MA,America/New_York,42.62,-72.51,Massachusetts
New Salem,MA,America/New_York,42.5,-72.33,Massachusetts
Northfield,MA,America/New_York,42.7,-72.43,Massachusetts
Orange,MA,America/New_York,42.59,-72.3,Massachusetts
Petersham,MA,America/New_York,42.48,-72.18,Massachusetts
Rowe,MA,America/New_York,42.7,-72.9,Massachusetts
Royalston,MA,America/New_York,42.68,-72.18,Massachusetts
Shelburne Falls,MA,America/New_York,42.6,-72.74,Massachusetts
South Deerfield,MA,America/New_York,42.47,-72.59,Massachusetts
Sunderland,MA,America/New_York,42.46,-72.58,Massachusetts
Turners Falls,MA,America/New_York,42.59,-72.55,Massachusetts
Warwick,MA,America/New_York,42.68,-72.33,Massachusetts
Wendell,MA,America/New_York,42.55,-72.4,Massachusetts
Wendell Depot,MA,America/New_York,42.58,-72.37,Massachusetts
Fitchburg,MA,America/New_York,42.58,-71.81,Massachusetts
Ashburnham,MA,America/New_York,42.63,-71.9,Massachusetts
Ashby,MA,America/New_York,42.68,-71.81,Massachusetts
Ayer,MA,America/New_York,42.56,-71.58,Massachusetts
Devens,MA,America/New_York,42.53,-71.61,Massachusetts
Baldwinville,MA,America/New_York,42.6,-72.07,Massachusetts
East Templeton,MA,America/New_York,42.56,-72.03,Massachusetts
Gardner,MA,America/New_York,42.58,-71.98,Massachusetts
Westminster,MA,America/New_York,42.58,-71.98,Massachusetts
Groton,MA,America/New_York,42.6,-71.57,Massachusetts
Harvard,MA,America/New_York,42.5,-71.58,Massachusetts
Hubbardston,MA,America/New_York,42.48,-72.01,Massachusetts
Leominster,MA,America/New_York,42.51,-71.77,Massachusetts
Littleton,MA,America/New_York,42.53,-71.47,Massachusetts
Lunenburg,MA,America/New_York,42.59,-71.72,Massachusetts
Pepperell,MA,America/New_York,42.66,-71.58,Massachusetts
Shirley,MA,America/New_York,42.54,-71.65,Massachusetts
Still River,MA,America/New_York,42.49,-71.61,Massachusetts
Templeton,MA,America/New_York,42.55,-72.06,Massachusetts
Townsend,MA,America/New_York,42.66,-71.7,Massachusetts
West Groton,MA,America/New_York,42.61,-71.62,Massachusetts
Westminster,MA,America/New_York,42.55,-71.9,Massachusetts
West Townsend,MA,America/New_York,42.66,-71.74,Massachusetts
Winchendon,MA,America/New_York,42.68,-72.04,Massachusetts
Winchendon Springs,MA,America/New_York,42.69,-72.01,Massachusetts
Auburn,MA,America/New_York,42.2,-71.83,Massachusetts
Berlin,MA,America/New_York,42.38,-71.63,Massachusetts
Blackstone,MA,America/New_York,42.04,-71.53,Massachusetts
Boylston,MA,America/New_York,42.35,-71.73,Massachusetts
Brookfield,MA,America/New_York,42.21,-72.1,Massachusetts
Charlton,MA,America/New_York,42.13,-71.96,Massachusetts
Charlton City,MA,America/New_York,42.13,-71.96,Massachusetts
Charlton Depot,MA,America/New_York,42.13,-71.96,Massachusetts
Clinton,MA,America/New_York,42.41,-71.68,Massachusetts
East Brookfield,MA,America/New_York,42.22,-72.04,Massachusetts
Douglas,MA,America/New_York,42.05,-71.73,Massachusetts
East Princeton,MA,America/New_York,42.46,-71.89,Massachusetts
Fiskdale,MA,America/New_York,42.12,-72.11,Massachusetts
Grafton,MA,America/New_York,42.2,-71.68,Massachusetts
Holden,MA,America/New_York,42.35,-71.85,Massachusetts
Holland,MA,America/New_York,42.05,-72.15,Massachusetts
Jefferson,MA,America/New_York,42.38,-71.87,Massachusetts
Lancaster,MA,America/New_York,42.45,-71.66,Massachusetts
Leicester,MA,America/New_York,42.25,-71.9,Massachusetts
Linwood,MA,America/New_York,42.11,-71.63,Massachusetts
Manchaug,MA,America/New_York,42.12,-71.76,Massachusetts
Millbury,MA,America/New_York,42.19,-71.76,Massachusetts
Millville,MA,America/New_York,42.03,-71.58,Massachusetts
New Braintree,MA,America/New_York,42.31,-72.13,Massachusetts
Northborough,MA,America/New_York,42.31,-71.64,Massachusetts
Northbridge,MA,America/New_York,42.15,-71.65,Massachusetts
North Brookfield,MA,America/New_York,42.27,-72.08,Massachusetts
North Grafton,MA,America/New_York,42.23,-71.69,Massachusetts
North Oxford,MA,America/New_York,42.16,-71.88,Massachusetts
North Uxbridge,MA,America/New_York,42.05,-71.64,Massachusetts
Oxford,MA,America/New_York,42.11,-71.87,Massachusetts
Princeton,MA,America/New_York,42.45,-71.86,Massachusetts
Rochdale,MA,America/New_York,42.2,-71.9,Massachusetts
Rutland,MA,America/New_York,42.36,-71.95,Massachusetts
Shrewsbury,MA,America/New_York,42.3,-71.71,Massachusetts
Southbridge,MA,America/New_York,42.08,-72.03,Massachusetts
South Grafton,MA,America/New_York,42.17,-71.68,Massachusetts
South Lancaster,MA,America/New_York,42.44,-71.69,Massachusetts
Spencer,MA,America/New_York,42.24,-71.99,Massachusetts
Sterling,MA,America/New_York,42.43,-71.75,Massachusetts
Sturbridge,MA,America/New_York,42.09,-72.06,Massachusetts
Upton,MA,America/New_York,42.17,-71.61,Massachusetts
Uxbridge,MA,America/New_York,42.08,-71.6,Massachusetts
Webster,MA,America/New_York,42.04,-71.87,Massachusetts
Dudley,MA,America/New_York,42.05,-71.93,Massachusetts
Westborough,MA,America/New_York,42.26,-71.61,Massachusetts
West Boylston,MA,America/New_York,42.36,-71.78,Massachusetts
West Brookfield,MA,America/New_York,42.23,-72.14,Massachusetts
West Millbury,MA,America/New_York,42.19,-71.76,Massachusetts
Whitinsville,MA,America/New_York,42.11,-71.67,Massachusetts
Sutton,MA,America/New_York,42.15,-71.76,Massachusetts
Worcester,MA,America/New_York,42.26,-71.8,Massachusetts
Worcester,MA,America/New_York,42.27,-71.85,Massachusetts
Worcester,MA,America/New_York,42.24,-71.84,Massachusetts
Worcester,MA,America/New_York,42.25,-71.77,Massachusetts
Worcester,MA,America/New_York,42.29,-71.79,Massachusetts
Worcester,MA,America/New_York,42.32,-71.8,Massachusetts
Worcester,MA,America/New_York,42.23,-71.79,Massachusetts
Worcester,MA,America/New_York,42.29,-71.83,Massachusetts
Worcester,MA,America/New_York,42.25,-71.81,Massachusetts
Cherry Valley,MA,America/New_York,42.23,-71.87,Massachusetts
Paxton,MA,America/New_York,42.31,-71.93,Massachusetts
Framingham,MA,America/New_York,42.3,-71.43,Massachusetts
Framingham,MA,America/New_York,42.28,-71.44,Massachusetts
Village Of Nagog Woods,MA,America/New_York,42.52,-71.43,Massachusetts
Boxborough,MA,America/New_York,42.5,-71.5,Massachusetts
Acton,MA,America/New_York,42.48,-71.46,Massachusetts
Ashland,MA,America/New_York,42.25,-71.46,Massachusetts
Bedford,MA,America/New_York,42.48,-71.26,Massachusetts
Hanscom Afb,MA,America/New_York,42.46,-71.28,Massachusetts
Bolton,MA,America/New_York,42.43,-71.6,Massachusetts
Carlisle,MA,America/New_York,42.53,-71.35,Massachusetts
Concord,MA,America/New_York,42.45,-71.35,Massachusetts
Fayville,MA,America/New_York,42.29,-71.5,Massachusetts
Holliston,MA,America/New_York,42.2,-71.43,Massachusetts
Hopedale,MA,America/New_York,42.12,-71.54,Massachusetts
Hopkinton,MA,America/New_York,42.22,-71.52,Massachusetts
Hudson,MA,America/New_York,42.39,-71.56,Massachusetts
Marlborough,MA,America/New_York,42.34,-71.54,Massachusetts
Maynard,MA,America/New_York,42.42,-71.45,Massachusetts
Mendon,MA,America/New_York,42.1,-71.55,Massachusetts
Milford,MA,America/New_York,42.14,-71.51,Massachusetts
Natick,MA,America/New_York,42.28,-71.35,Massachusetts
Sherborn,MA,America/New_York,42.23,-71.36,Massachusetts
Southborough,MA,America/New_York,42.3,-71.51,Massachusetts
Lincoln,MA,America/New_York,42.41,-71.3,Massachusetts
Stow,MA,America/New_York,42.43,-71.5,Massachusetts
Sudbury,MA,America/New_York,42.36,-71.4,Massachusetts
Wayland,MA,America/New_York,42.36,-71.36,Massachusetts
Woodville,MA,America/New_York,42.23,-71.55,Massachusetts
Woburn,MA,America/New_York,42.48,-71.15,Massachusetts
Burlington,MA,America/New_York,42.5,-71.2,Massachusetts
Woburn,MA,America/New_York,42.47,-71.15,Massachusetts
Woburn,MA,America/New_York,42.5,-71.12,Massachusetts
Andover,MA,America/New_York,42.65,-71.14,Massachusetts
Billerica,MA,America/New_York,42.55,-71.26,Massachusetts
Chelmsford,MA,America/New_York,42.59,-71.36,Massachusetts
Dracut,MA,America/New_York,42.68,-71.3,Massachusetts
Dunstable,MA,America/New_York,42.66,-71.48,Massachusetts
Haverhill,MA,America/New_York,42.78,-71.08,Massachusetts
Haverhill,MA,America/New_York,42.79,-71.13,Massachusetts
Georgetown,MA,America/New_York,42.73,-70.98,Massachusetts
Groveland,MA,America/New_York,42.75,-71.03,Massachusetts
Haverhill,MA,America/New_York,42.75,-71.09,Massachusetts
Lawrence,MA,America/New_York,42.71,-71.16,Massachusetts
Lawrence,MA,America/New_York,42.7,-71.16,Massachusetts
Methuen,MA,America/New_York,42.74,-71.18,Massachusetts
North Andover,MA,America/New_York,42.7,-71.11,Massachusetts
Lowell,MA,America/New_York,42.66,-71.3,Massachusetts
Lowell,MA,America/New_York,42.63,-71.32,Massachusetts
Lowell,MA,America/New_York,42.63,-71.3,Massachusetts
Lowell,MA,America/New_York,42.65,-71.35,Massachusetts
Merrimac,MA,America/New_York,42.83,-71,Massachusetts
North Billerica,MA,America/New_York,42.58,-71.3,Massachusetts
North Chelmsford,MA,America/New_York,42.63,-71.39,Massachusetts
