Primary_city,State_Code,Time_Zone,Latitude,Longitude,State_Name
Little Chute,WI,America/Chicago,44.28,-88.31,Wisconsin
Little Suamico,WI,America/Chicago,44.71,-88.01,Wisconsin
Marinette,WI,America/Chicago,45.08,-87.62,Wisconsin
Mountain,WI,America/Chicago,45.18,-88.48,Wisconsin
Neopit,WI,America/Chicago,44.98,-88.82,Wisconsin
Niagara,WI,America/Chicago,45.78,-88,Wisconsin
Nichols,WI,America/Chicago,44.56,-88.46,Wisconsin
Oconto,WI,America/Chicago,44.89,-87.86,Wisconsin
Oconto Falls,WI,America/Chicago,44.87,-88.14,Wisconsin
Oneida,WI,America/Chicago,44.49,-88.21,Wisconsin
Pembine,WI,America/Chicago,45.63,-88,Wisconsin
Peshtigo,WI,America/Chicago,45.05,-87.74,Wisconsin
Porterfield,WI,America/Chicago,45.15,-87.8,Wisconsin
Potter,WI,America/Chicago,44.12,-88.1,Wisconsin
Pound,WI,America/Chicago,45.09,-88.03,Wisconsin
Pulaski,WI,America/Chicago,44.66,-88.23,Wisconsin
Seymour,WI,America/Chicago,44.51,-88.32,Wisconsin
Shawano,WI,America/Chicago,44.77,-88.58,Wisconsin
Sherwood,WI,America/Chicago,44.18,-88.28,Wisconsin
Shiocton,WI,America/Chicago,44.44,-88.57,Wisconsin
Sobieski,WI,America/Chicago,44.72,-88.1,Wisconsin
Suamico,WI,America/Chicago,44.63,-88.05,Wisconsin
Suring,WI,America/Chicago,45,-88.37,Wisconsin
Townsend,WI,America/Chicago,45.33,-88.58,Wisconsin
Wausaukee,WI,America/Chicago,45.37,-87.95,Wisconsin
Wrightstown,WI,America/Chicago,44.32,-88.17,Wisconsin
Zachow,WI,America/Chicago,44.73,-88.34,Wisconsin
Algoma,WI,America/Chicago,44.6,-87.44,Wisconsin
Baileys Harbor,WI,America/Chicago,45.09,-87.14,Wisconsin
Brussels,WI,America/Chicago,44.73,-87.63,Wisconsin
Casco,WI,America/Chicago,44.55,-87.61,Wisconsin
Collins,WI,America/Chicago,44.08,-87.98,Wisconsin
Denmark,WI,America/Chicago,44.34,-87.82,Wisconsin
Egg Harbor,WI,America/Chicago,45.04,-87.29,Wisconsin
Ellison Bay,WI,America/Chicago,45.25,-87.06,Wisconsin
Ephraim,WI,America/Chicago,45.15,-87.16,Wisconsin
Fish Creek,WI,America/Chicago,45.13,-87.23,Wisconsin
Forestville,WI,America/Chicago,44.69,-87.47,Wisconsin
Francis Creek,WI,America/Chicago,44.2,-87.72,Wisconsin
Kellnersville,WI,America/Chicago,44.22,-87.8,Wisconsin
Kewaunee,WI,America/Chicago,44.46,-87.51,Wisconsin
Luxemburg,WI,America/Chicago,44.54,-87.7,Wisconsin
Manitowoc,WI,America/Chicago,44.09,-87.67,Wisconsin
Maplewood,WI,America/Chicago,44.75,-87.48,Wisconsin
Maribel,WI,America/Chicago,44.27,-87.8,Wisconsin
Mishicot,WI,America/Chicago,44.23,-87.64,Wisconsin
New Franken,WI,America/Chicago,44.53,-87.83,Wisconsin
Reedsville,WI,America/Chicago,44.15,-87.95,Wisconsin
Saint Nazianz,WI,America/Chicago,44.01,-87.92,Wisconsin
Sister Bay,WI,America/Chicago,45.18,-87.12,Wisconsin
Sturgeon Bay,WI,America/Chicago,44.83,-87.37,Wisconsin
Tisch Mills,WI,America/Chicago,44.33,-87.61,Wisconsin
Two Rivers,WI,America/Chicago,44.2,-87.59,Wisconsin
Valders,WI,America/Chicago,44.06,-87.88,Wisconsin
Washington Island,WI,America/Chicago,45.37,-86.9,Wisconsin
Whitelaw,WI,America/Chicago,44.2,-87.79,Wisconsin
Green Bay,WI,America/Chicago,44.48,-88.02,Wisconsin
Green Bay,WI,America/Chicago,44.52,-87.98,Wisconsin
Green Bay,WI,America/Chicago,44.54,-88.05,Wisconsin
Green Bay,WI,America/Chicago,44.49,-88.07,Wisconsin
Green Bay,WI,America/Chicago,44.47,-88.04,Wisconsin
Green Bay,WI,America/Chicago,44.48,-87.89,Wisconsin
Green Bay,WI,America/Chicago,44.59,-88.12,Wisconsin
Wausau,WI,America/Chicago,44.96,-89.64,Wisconsin
Wausau,WI,America/Chicago,45.02,-89.53,Wisconsin
Marshfield,WI,America/Chicago,44.66,-90.17,Wisconsin
Abbotsford,WI,America/Chicago,44.94,-90.31,Wisconsin
Amherst,WI,America/Chicago,44.44,-89.28,Wisconsin
Amherst Junction,WI,America/Chicago,44.46,-89.31,Wisconsin
Aniwa,WI,America/Chicago,45.03,-89.32,Wisconsin
Antigo,WI,America/Chicago,45.14,-89.15,Wisconsin
Arpin,WI,America/Chicago,44.54,-90.03,Wisconsin
Athens,WI,America/Chicago,45.03,-90.07,Wisconsin
Auburndale,WI,America/Chicago,44.62,-90.01,Wisconsin
Babcock,WI,America/Chicago,44.29,-90.13,Wisconsin
Birnamwood,WI,America/Chicago,44.93,-89.2,Wisconsin
Blenker,WI,America/Chicago,44.61,-89.91,Wisconsin
Bowler,WI,America/Chicago,44.86,-88.98,Wisconsin
Brokaw,WI,America/Chicago,45.03,-89.65,Wisconsin
Bryant,WI,America/Chicago,45.2,-89.01,Wisconsin
Chili,WI,America/Chicago,44.63,-90.35,Wisconsin
Colby,WI,America/Chicago,44.9,-90.31,Wisconsin
Curtiss,WI,America/Chicago,44.95,-90.43,Wisconsin
Custer,WI,America/Chicago,44.5,-89.41,Wisconsin
Deerbrook,WI,America/Chicago,45.23,-89.16,Wisconsin
Dorchester,WI,America/Chicago,45,-90.33,Wisconsin
Edgar,WI,America/Chicago,44.92,-89.96,Wisconsin
Eland,WI,America/Chicago,44.86,-89.21,Wisconsin
Elcho,WI,America/Chicago,45.43,-89.18,Wisconsin
Elderon,WI,America/Chicago,44.78,-89.25,Wisconsin
Elton,WI,America/Chicago,45.15,-88.87,Wisconsin
Galloway,WI,America/Chicago,44.71,-89.26,Wisconsin
Gilman,WI,America/Chicago,45.16,-90.8,Wisconsin
Jump River,WI,America/Chicago,45.35,-90.8,Wisconsin
Gleason,WI,America/Chicago,45.3,-89.5,Wisconsin
Granton,WI,America/Chicago,44.58,-90.46,Wisconsin
Greenwood,WI,America/Chicago,44.77,-90.6,Wisconsin
Hannibal,WI,America/Chicago,45.24,-90.78,Wisconsin
Hatley,WI,America/Chicago,44.88,-89.33,Wisconsin
Hewitt,WI,America/Chicago,44.64,-90.1,Wisconsin
Irma,WI,America/Chicago,45.34,-89.66,Wisconsin
Junction City,WI,America/Chicago,44.59,-89.76,Wisconsin
Loyal,WI,America/Chicago,44.73,-90.49,Wisconsin
Lublin,WI,America/Chicago,45.07,-90.72,Wisconsin
Marathon,WI,America/Chicago,44.93,-89.83,Wisconsin
Mattoon,WI,America/Chicago,45,-89.04,Wisconsin
Medford,WI,America/Chicago,45.13,-90.34,Wisconsin
Merrill,WI,America/Chicago,45.18,-89.7,Wisconsin
Milladore,WI,America/Chicago,44.6,-89.85,Wisconsin
Mosinee,WI,America/Chicago,44.78,-89.68,Wisconsin
Neillsville,WI,America/Chicago,44.56,-90.59,Wisconsin
Nekoosa,WI,America/Chicago,44.31,-89.9,Wisconsin
Nelsonville,WI,America/Chicago,44.5,-89.31,Wisconsin
Ogema,WI,America/Chicago,45.44,-90.29,Wisconsin
Owen,WI,America/Chicago,44.94,-90.56,Wisconsin
Pearson,WI,America/Chicago,45.36,-89.01,Wisconsin
Pelican Lake,WI,America/Chicago,45.5,-89.11,Wisconsin
Phlox,WI,America/Chicago,45.04,-89.01,Wisconsin
Pickerel,WI,America/Chicago,45.36,-88.91,Wisconsin
Pittsville,WI,America/Chicago,44.45,-90.13,Wisconsin
Plover,WI,America/Chicago,44.46,-89.54,Wisconsin
Port Edwards,WI,America/Chicago,44.35,-89.87,Wisconsin
Rib Lake,WI,America/Chicago,45.31,-90.2,Wisconsin
Ringle,WI,America/Chicago,44.9,-89.41,Wisconsin
Rosholt,WI,America/Chicago,44.63,-89.3,Wisconsin
Rothschild,WI,America/Chicago,44.88,-89.62,Wisconsin
Rudolph,WI,America/Chicago,44.49,-89.8,Wisconsin
Schofield,WI,America/Chicago,44.91,-89.61,Wisconsin
Spencer,WI,America/Chicago,44.75,-90.29,Wisconsin
Stetsonville,WI,America/Chicago,45.07,-90.31,Wisconsin
Stevens Point,WI,America/Chicago,44.54,-89.56,Wisconsin
Stevens Point,WI,America/Chicago,44.57,-89.54,Wisconsin
Stratford,WI,America/Chicago,44.8,-90.07,Wisconsin
Summit Lake,WI,America/Chicago,45.4,-89.21,Wisconsin
Tigerton,WI,America/Chicago,44.74,-89.06,Wisconsin
Tomahawk,WI,America/Chicago,45.47,-89.72,Wisconsin
Unity,WI,America/Chicago,44.85,-90.3,Wisconsin
Vesper,WI,America/Chicago,44.48,-89.96,Wisconsin
Westboro,WI,America/Chicago,45.34,-90.3,Wisconsin
White Lake,WI,America/Chicago,45.16,-88.76,Wisconsin
Stevens Point,WI,America/Chicago,44.52,-89.56,Wisconsin
Willard,WI,America/Chicago,44.72,-90.73,Wisconsin
Wisconsin Rapids,WI,America/Chicago,44.34,-89.73,Wisconsin
Wisconsin Rapids,WI,America/Chicago,44.39,-89.83,Wisconsin
Withee,WI,America/Chicago,44.95,-90.59,Wisconsin
Wittenberg,WI,America/Chicago,44.82,-89.17,Wisconsin
Rhinelander,WI,America/Chicago,45.63,-89.41,Wisconsin
Argonne,WI,America/Chicago,45.66,-88.88,Wisconsin
Boulder Junction,WI,America/Chicago,46.11,-89.63,Wisconsin
Brantwood,WI,America/Chicago,45.56,-90.11,Wisconsin
Butternut,WI,America/Chicago,46.01,-90.49,Wisconsin
Catawba,WI,America/Chicago,45.53,-90.53,Wisconsin
Clam Lake,WI,America/Chicago,46.15,-90.91,Wisconsin
Conover,WI,America/Chicago,46.04,-89.25,Wisconsin
Crandon,WI,America/Chicago,45.56,-88.89,Wisconsin
Eagle River,WI,America/Chicago,45.92,-89.25,Wisconsin
Fifield,WI,America/Chicago,45.87,-90.42,Wisconsin
Gile,WI,America/Chicago,46.42,-90.22,Wisconsin
Glen Flora,WI,America/Chicago,45.49,-90.89,Wisconsin
Glidden,WI,America/Chicago,46.13,-90.57,Wisconsin
Harshaw,WI,America/Chicago,45.66,-89.65,Wisconsin
Hawkins,WI,America/Chicago,45.51,-90.71,Wisconsin
Hazelhurst,WI,America/Chicago,45.79,-89.71,Wisconsin
Heafford Junction,WI,America/Chicago,45.54,-89.71,Wisconsin
Hurley,WI,America/Chicago,46.44,-90.19,Wisconsin
Iron Belt,WI,America/Chicago,46.4,-90.32,Wisconsin
Kennan,WI,America/Chicago,45.53,-90.58,Wisconsin
Lac Du Flambeau,WI,America/Chicago,45.97,-89.9,Wisconsin
Lake Tomahawk,WI,America/Chicago,45.81,-89.59,Wisconsin
Land O Lakes,WI,America/Chicago,46.16,-89.23,Wisconsin
Laona,WI,America/Chicago,45.56,-88.68,Wisconsin
Long Lake,WI,America/Chicago,45.83,-88.66,Wisconsin
Mc Naughton,WI,America/Chicago,45.73,-89.55,Wisconsin
Manitowish Waters,WI,America/Chicago,46.13,-89.88,Wisconsin
Mellen,WI,America/Chicago,46.32,-90.66,Wisconsin
Mercer,WI,America/Chicago,46.16,-90.06,Wisconsin
Minocqua,WI,America/Chicago,45.86,-89.69,Wisconsin
Montreal,WI,America/Chicago,46.43,-90.23,Wisconsin
Park Falls,WI,America/Chicago,45.93,-90.44,Wisconsin
Phelps,WI,America/Chicago,46.06,-89.08,Wisconsin
Phillips,WI,America/Chicago,45.69,-90.39,Wisconsin
Prentice,WI,America/Chicago,45.54,-90.28,Wisconsin
Presque Isle,WI,America/Chicago,46.25,-89.73,Wisconsin
Saint Germain,WI,America/Chicago,45.91,-89.49,Wisconsin
Saxon,WI,America/Chicago,46.49,-90.41,Wisconsin
Sayner,WI,America/Chicago,46,-89.53,Wisconsin
Star Lake,WI,America/Chicago,46.1,-89.51,Wisconsin
Three Lakes,WI,America/Chicago,45.79,-89.16,Wisconsin
Tony,WI,America/Chicago,45.48,-90.99,Wisconsin
Tripoli,WI,America/Chicago,45.55,-90,Wisconsin
Upson,WI,America/Chicago,46.36,-90.4,Wisconsin
Wabeno,WI,America/Chicago,45.43,-88.66,Wisconsin
Woodruff,WI,America/Chicago,45.9,-89.69,Wisconsin
La Crosse,WI,America/Chicago,43.82,-91.23,Wisconsin
La Crosse,WI,America/Chicago,43.86,-91.24,Wisconsin
Alma,WI,America/Chicago,44.33,-91.92,Wisconsin
Alma Center,WI,America/Chicago,44.43,-90.91,Wisconsin
Arcadia,WI,America/Chicago,44.25,-91.49,Wisconsin
Arkdale,WI,America/Chicago,44.03,-89.88,Wisconsin
Bangor,WI,America/Chicago,43.89,-90.99,Wisconsin
Black River Falls,WI,America/Chicago,44.29,-90.84,Wisconsin
Blair,WI,America/Chicago,44.29,-91.22,Wisconsin
Camp Douglas,WI,America/Chicago,43.91,-90.26,Wisconsin
Cashton,WI,America/Chicago,43.74,-90.78,Wisconsin
Cataract,WI,America/Chicago,44.08,-90.83,Wisconsin
Chaseburg,WI,America/Chicago,43.65,-91.09,Wisconsin
Cochrane,WI,America/Chicago,44.22,-91.83,Wisconsin
Coon Valley,WI,America/Chicago,43.7,-91.01,Wisconsin
De Soto,WI,America/Chicago,43.42,-91.19,Wisconsin
Dodge,WI,America/Chicago,44.13,-91.53,Wisconsin
Eastman,WI,America/Chicago,43.16,-91.02,Wisconsin
Ettrick,WI,America/Chicago,44.16,-91.26,Wisconsin
Ferryville,WI,America/Chicago,43.34,-91.08,Wisconsin
Fountain City,WI,America/Chicago,44.11,-91.69,Wisconsin
Galesville,WI,America/Chicago,44.08,-91.35,Wisconsin
Gays Mills,WI,America/Chicago,43.32,-90.85,Wisconsin
Genoa,WI,America/Chicago,43.57,-91.22,Wisconsin
Hillsboro,WI,America/Chicago,43.65,-90.33,Wisconsin
Hixton,WI,America/Chicago,44.38,-91.01,Wisconsin
Holmen,WI,America/Chicago,43.95,-91.25,Wisconsin
Hustler,WI,America/Chicago,43.88,-90.27,Wisconsin
Kendall,WI,America/Chicago,43.79,-90.36,Wisconsin
La Farge,WI,America/Chicago,43.57,-90.63,Wisconsin
Lynxville,WI,America/Chicago,43.24,-91.04,Wisconsin
Mather,WI,America/Chicago,44.27,-90.33,Wisconsin
Melrose,WI,America/Chicago,44.13,-90.99,Wisconsin
Millston,WI,America/Chicago,44.19,-90.64,Wisconsin
Mindoro,WI,America/Chicago,44.01,-91.09,Wisconsin
Mount Sterling,WI,America/Chicago,43.32,-90.93,Wisconsin
Necedah,WI,America/Chicago,44.02,-90.07,Wisconsin
Norwalk,WI,America/Chicago,43.83,-90.62,Wisconsin
Oakdale,WI,America/Chicago,43.96,-90.37,Wisconsin
Onalaska,WI,America/Chicago,43.88,-91.21,Wisconsin
Ontario,WI,America/Chicago,43.72,-90.59,Wisconsin
Readstown,WI,America/Chicago,43.44,-90.75,Wisconsin
Rockland,WI,America/Chicago,43.82,-90.9,Wisconsin
Seneca,WI,America/Chicago,43.27,-90.96,Wisconsin
Soldiers Grove,WI,America/Chicago,43.39,-90.77,Wisconsin
Sparta,WI,America/Chicago,43.94,-90.8,Wisconsin
Steuben,WI,America/Chicago,43.18,-90.85,Wisconsin
Stoddard,WI,America/Chicago,43.66,-91.21,Wisconsin
Taylor,WI,America/Chicago,44.32,-91.12,Wisconsin
Tomah,WI,America/Chicago,43.98,-90.5,Wisconsin
Trempealeau,WI,America/Chicago,44,-91.43,Wisconsin
Tunnel City,WI,America/Chicago,44,-90.56,Wisconsin
Viola,WI,America/Chicago,43.5,-90.67,Wisconsin
Viroqua,WI,America/Chicago,43.55,-90.88,Wisconsin
Warrens,WI,America/Chicago,44.13,-90.5,Wisconsin
Westby,WI,America/Chicago,43.65,-90.85,Wisconsin
West Salem,WI,America/Chicago,43.89,-91.08,Wisconsin
Wilton,WI,America/Chicago,43.81,-90.52,Wisconsin
Eau Claire,WI,America/Chicago,44.75,-91.51,Wisconsin
Eau Claire,WI,America/Chicago,44.82,-91.49,Wisconsin
Altoona,WI,America/Chicago,44.8,-91.44,Wisconsin
Arkansaw,WI,America/Chicago,44.62,-92.06,Wisconsin
Augusta,WI,America/Chicago,44.67,-91.12,Wisconsin
Bay City,WI,America/Chicago,44.58,-92.45,Wisconsin
Bloomer,WI,America/Chicago,45.1,-91.49,Wisconsin
Boyceville,WI,America/Chicago,45.04,-92.03,Wisconsin
Boyd,WI,America/Chicago,44.95,-91.04,Wisconsin
Cadott,WI,America/Chicago,44.95,-91.15,Wisconsin
Chetek,WI,America/Chicago,45.31,-91.65,Wisconsin
Chippewa Falls,WI,America/Chicago,44.93,-91.39,Wisconsin
Colfax,WI,America/Chicago,44.99,-91.72,Wisconsin
Conrath,WI,America/Chicago,45.38,-91.03,Wisconsin
Cornell,WI,America/Chicago,45.16,-91.15,Wisconsin
Dallas,WI,America/Chicago,45.25,-91.81,Wisconsin
Downing,WI,America/Chicago,45.04,-92.12,Wisconsin
Downsville,WI,America/Chicago,44.8,-91.97,Wisconsin
Durand,WI,America/Chicago,44.62,-91.96,Wisconsin
Eau Galle,WI,America/Chicago,44.72,-91.98,Wisconsin
Eleva,WI,America/Chicago,44.57,-91.47,Wisconsin
Elk Mound,WI,America/Chicago,44.87,-91.68,Wisconsin
Elmwood,WI,America/Chicago,44.78,-92.14,Wisconsin
Fairchild,WI,America/Chicago,44.6,-90.95,Wisconsin
Fall Creek,WI,America/Chicago,44.76,-91.27,Wisconsin
Gilmanton,WI,America/Chicago,44.46,-91.68,Wisconsin
Holcombe,WI,America/Chicago,45.25,-91.15,Wisconsin
Humbird,WI,America/Chicago,44.53,-90.9,Wisconsin
Independence,WI,America/Chicago,44.36,-91.41,Wisconsin
Jim Falls,WI,America/Chicago,45.07,-91.26,Wisconsin
Knapp,WI,America/Chicago,44.95,-92.07,Wisconsin
Maiden Rock,WI,America/Chicago,44.56,-92.3,Wisconsin
Menomonie,WI,America/Chicago,44.88,-91.91,Wisconsin
Merrillan,WI,America/Chicago,44.45,-90.83,Wisconsin
Mondovi,WI,America/Chicago,44.56,-91.66,Wisconsin
Nelson,WI,America/Chicago,44.42,-92,Wisconsin
New Auburn,WI,America/Chicago,45.19,-91.56,Wisconsin
Osseo,WI,America/Chicago,44.57,-91.21,Wisconsin
Pepin,WI,America/Chicago,44.44,-92.14,Wisconsin
Pigeon Falls,WI,America/Chicago,44.42,-91.21,Wisconsin
Plum City,WI,America/Chicago,44.63,-92.19,Wisconsin
Prairie Farm,WI,America/Chicago,45.23,-91.98,Wisconsin
Ridgeland,WI,America/Chicago,45.2,-91.89,Wisconsin
Rock Falls,WI,America/Chicago,44.71,-91.75,Wisconsin
Sand Creek,WI,America/Chicago,45.17,-91.69,Wisconsin
Sheldon,WI,America/Chicago,45.31,-90.95,Wisconsin
Spring Valley,WI,America/Chicago,44.85,-92.23,Wisconsin
Stanley,WI,America/Chicago,44.96,-90.94,Wisconsin
Stockholm,WI,America/Chicago,44.48,-92.26,Wisconsin
Strum,WI,America/Chicago,44.55,-91.38,Wisconsin
Thorp,WI,America/Chicago,44.95,-90.8,Wisconsin
Wheeler,WI,America/Chicago,45.04,-91.9,Wisconsin
Whitehall,WI,America/Chicago,44.36,-91.31,Wisconsin
Spooner,WI,America/Chicago,45.82,-91.89,Wisconsin
Almena,WI,America/Chicago,45.41,-92.03,Wisconsin
Ashland,WI,America/Chicago,46.57,-90.87,Wisconsin
Balsam Lake,WI,America/Chicago,45.45,-92.45,Wisconsin
Barron,WI,America/Chicago,45.4,-91.84,Wisconsin
Barronett,WI,America/Chicago,45.65,-92.04,Wisconsin
Bayfield,WI,America/Chicago,46.81,-90.82,Wisconsin
Benoit,WI,America/Chicago,46.5,-91.07,Wisconsin
Birchwood,WI,America/Chicago,45.65,-91.55,Wisconsin
Brill,WI,America/Chicago,45.6,-91.67,Wisconsin
Bruce,WI,America/Chicago,45.45,-91.27,Wisconsin
Brule,WI,America/Chicago,46.55,-91.57,Wisconsin
Cable,WI,America/Chicago,46.19,-91.3,Wisconsin
Cameron,WI,America/Chicago,45.4,-91.74,Wisconsin
Centuria,WI,America/Chicago,45.44,-92.55,Wisconsin
Comstock,WI,America/Chicago,45.49,-92.09,Wisconsin
Cornucopia,WI,America/Chicago,46.79,-91.1,Wisconsin
Couderay,WI,America/Chicago,45.79,-91.29,Wisconsin
Cumberland,WI,America/Chicago,45.53,-92.02,Wisconsin
Danbury,WI,America/Chicago,46,-92.37,Wisconsin
Drummond,WI,America/Chicago,46.33,-91.25,Wisconsin
Edgewater,WI,America/Chicago,45.74,-91.47,Wisconsin
Exeland,WI,America/Chicago,45.66,-91.24,Wisconsin
Foxboro,WI,America/Chicago,46.48,-92.28,Wisconsin
Frederic,WI,America/Chicago,45.65,-92.46,Wisconsin
Gordon,WI,America/Chicago,46.24,-91.79,Wisconsin
Grand View,WI,America/Chicago,46.36,-91.1,Wisconsin
Grantsburg,WI,America/Chicago,45.78,-92.68,Wisconsin
Haugen,WI,America/Chicago,45.61,-91.78,Wisconsin
Hawthorne,WI,America/Chicago,46.5,-91.86,Wisconsin
Hayward,WI,America/Chicago,46.01,-91.48,Wisconsin
Herbster,WI,America/Chicago,46.83,-91.26,Wisconsin
Hertel,WI,America/Chicago,45.8,-92.17,Wisconsin
High Bridge,WI,America/Chicago,46.38,-90.73,Wisconsin
Iron River,WI,America/Chicago,46.56,-91.4,Wisconsin
Ladysmith,WI,America/Chicago,45.46,-91.09,Wisconsin
Lake Nebagamon,WI,America/Chicago,46.5,-91.69,Wisconsin
La Pointe,WI,America/Chicago,46.81,-90.68,Wisconsin
Luck,WI,America/Chicago,45.57,-92.46,Wisconsin
Maple,WI,America/Chicago,46.58,-91.72,Wisconsin
Marengo,WI,America/Chicago,46.42,-90.81,Wisconsin
Mason,WI,America/Chicago,46.43,-91.06,Wisconsin
Mikana,WI,America/Chicago,45.6,-91.61,Wisconsin
Milltown,WI,America/Chicago,45.52,-92.49,Wisconsin
Minong,WI,America/Chicago,46.09,-91.82,Wisconsin
Odanah,WI,America/Chicago,46.61,-90.66,Wisconsin
Ojibwa,WI,America/Chicago,45.79,-91.11,Wisconsin
Poplar,WI,America/Chicago,46.58,-91.78,Wisconsin
Port Wing,WI,America/Chicago,46.77,-91.38,Wisconsin
Radisson,WI,America/Chicago,45.76,-91.21,Wisconsin
Rice Lake,WI,America/Chicago,45.49,-91.73,Wisconsin
Sarona,WI,America/Chicago,45.71,-91.8,Wisconsin
Shell Lake,WI,America/Chicago,45.73,-91.89,Wisconsin
Siren,WI,America/Chicago,45.78,-92.38,Wisconsin
Solon Springs,WI,America/Chicago,46.34,-91.82,Wisconsin
South Range,WI,America/Chicago,46.58,-91.93,Wisconsin
Springbrook,WI,America/Chicago,45.94,-91.68,Wisconsin
Stone Lake,WI,America/Chicago,45.84,-91.54,Wisconsin
Superior,WI,America/Chicago,46.67,-92.08,Wisconsin
Trego,WI,America/Chicago,45.89,-91.82,Wisconsin
Turtle Lake,WI,America/Chicago,45.39,-92.14,Wisconsin
Wascott,WI,America/Chicago,46.17,-91.79,Wisconsin
Washburn,WI,America/Chicago,46.67,-90.89,Wisconsin
Webster,WI,America/Chicago,45.87,-92.36,Wisconsin
Weyerhaeuser,WI,America/Chicago,45.42,-91.41,Wisconsin
Winter,WI,America/Chicago,45.82,-91.01,Wisconsin
Oshkosh,WI,America/Chicago,44.06,-88.54,Wisconsin
Oshkosh,WI,America/Chicago,44.01,-88.55,Wisconsin
Oshkosh,WI,America/Chicago,44.02,-88.62,Wisconsin
Almond,WI,America/Chicago,44.26,-89.4,Wisconsin
Appleton,WI,America/Chicago,44.28,-88.38,Wisconsin
Appleton,WI,America/Chicago,44.26,-88.39,Wisconsin
Appleton,WI,America/Chicago,44.34,-88.4,Wisconsin
Appleton,WI,America/Chicago,44.28,-88.45,Wisconsin
Bancroft,WI,America/Chicago,44.31,-89.51,Wisconsin
Bear Creek,WI,America/Chicago,44.53,-88.72,Wisconsin
Berlin,WI,America/Chicago,43.97,-88.95,Wisconsin
Big Falls,WI,America/Chicago,44.61,-89.01,Wisconsin
Butte Des Morts,WI,America/Chicago,44.1,-88.65,Wisconsin
Caroline,WI,America/Chicago,44.75,-88.87,Wisconsin
Clintonville,WI,America/Chicago,44.62,-88.75,Wisconsin
Coloma,WI,America/Chicago,44.03,-89.51,Wisconsin
Dale,WI,America/Chicago,44.27,-88.68,Wisconsin
Eldorado,WI,America/Chicago,43.84,-88.64,Wisconsin
Embarrass,WI,America/Chicago,44.67,-88.7,Wisconsin
Eureka,WI,America/Chicago,44,-88.84,Wisconsin
Fond Du Lac,WI,America/Chicago,43.77,-88.44,Wisconsin
Fond Du Lac,WI,America/Chicago,43.79,-88.39,Wisconsin
Fremont,WI,America/Chicago,44.25,-88.87,Wisconsin
Green Lake,WI,America/Chicago,43.84,-88.95,Wisconsin
Greenville,WI,America/Chicago,44.29,-88.53,Wisconsin
Hancock,WI,America/Chicago,44.13,-89.52,Wisconsin
Hortonville,WI,America/Chicago,44.33,-88.63,Wisconsin
Iola,WI,America/Chicago,44.5,-89.12,Wisconsin
King,WI,America/Chicago,44.34,-89.14,Wisconsin
Larsen,WI,America/Chicago,44.18,-88.61,Wisconsin
Leopolis,WI,America/Chicago,44.78,-88.87,Wisconsin
Manawa,WI,America/Chicago,44.46,-88.92,Wisconsin
Marion,WI,America/Chicago,44.67,-88.88,Wisconsin
Menasha,WI,America/Chicago,44.21,-88.43,Wisconsin
Neenah,WI,America/Chicago,44.16,-88.47,Wisconsin
Neshkoro,WI,America/Chicago,43.96,-89.21,Wisconsin
New London,WI,America/Chicago,44.39,-88.73,Wisconsin
Ogdensburg,WI,America/Chicago,44.45,-89.03,Wisconsin
Omro,WI,America/Chicago,44.03,-88.74,Wisconsin
Pickett,WI,America/Chicago,43.91,-88.73,Wisconsin
Pine River,WI,America/Chicago,44.15,-89.08,Wisconsin
Plainfield,WI,America/Chicago,44.21,-89.49,Wisconsin
Poy Sippi,WI,America/Chicago,44.13,-88.98,Wisconsin
Princeton,WI,America/Chicago,43.85,-89.12,Wisconsin
Readfield,WI,America/Chicago,44.26,-88.76,Wisconsin
Redgranite,WI,America/Chicago,44.05,-89.1,Wisconsin
Ripon,WI,America/Chicago,43.84,-88.84,Wisconsin
Rosendale,WI,America/Chicago,43.8,-88.67,Wisconsin
Saxeville,WI,America/Chicago,44.18,-89.11,Wisconsin
Scandinavia,WI,America/Chicago,44.46,-89.14,Wisconsin
Tilleda,WI,America/Chicago,44.81,-88.9,Wisconsin
Van Dyne,WI,America/Chicago,43.87,-88.52,Wisconsin
Waukau,WI,America/Chicago,43.98,-88.77,Wisconsin
Waupaca,WI,America/Chicago,44.35,-89.07,Wisconsin
Wautoma,WI,America/Chicago,44.06,-89.29,Wisconsin
Weyauwega,WI,America/Chicago,44.32,-88.92,Wisconsin
Wild Rose,WI,America/Chicago,44.17,-89.24,Wisconsin
Winnebago,WI,America/Chicago,44.08,-88.52,Wisconsin
Winneconne,WI,America/Chicago,44.11,-88.71,Wisconsin
Afton,MN,America/Chicago,44.9,-92.81,Minnesota
Almelund,MN,America/Chicago,45.52,-92.87,Minnesota
Bayport,MN,America/Chicago,45.01,-92.78,Minnesota
Bethel,MN,America/Chicago,45.4,-93.26,Minnesota
Braham,MN,America/Chicago,45.72,-93.17,Minnesota
Brook Park,MN,America/Chicago,45.94,-93.07,Minnesota
Cambridge,MN,America/Chicago,45.56,-93.22,Minnesota
Cannon Falls,MN,America/Chicago,44.51,-92.9,Minnesota
Castle Rock,MN,America/Chicago,44.58,-93.09,Minnesota
Cedar,MN,America/Chicago,45.34,-93.24,Minnesota
Center City,MN,America/Chicago,45.39,-92.81,Minnesota
Chisago City,MN,America/Chicago,45.37,-92.88,Minnesota
